4961,0, 3718473612437144212,3D4001EA58EBEE7A12570D60C24135970D83AE4D
00026,790955013,0, 8371663300966441344,320103C9ACFC731FAAA5FCDEE3D79CCCD07EF41C
00026,790955014,0, 5438682875385232111,0AB3D4E267DC4C5409EBD6377C7CD6A57504FE85
00026,790955015,0, 4737880963245632698,DABDF4CF4E5BBA5DD74387859274443A25869D0D
00026,790955016,0, 0751106313529290919,414AB843EF8419FFCC2325E6C0077F76894B61E6
00026,790955017,0,-9140193456328312148,3B37A3576CF4450CB9CC0E33BC79EEA09C4774F3
00026,790955018,0,-2655747669364118905,00C6CFDA4DF811BD7DB1E1EBFC7E9357F52E9F24
00026,790955019,0, 8604609994601521158,4512F53E2E49E86FE8FC2DED2945C9B507194532
00026,790955020,0,-7096463043398863166,02476ACCA10BA43AF2AEC4791CCC9370B54DECC1
00026,790955021,0,-8720203871840042348,2575C15D3F96192DE3313ED036159C6E34BCED8D
00026,790955022,0, 3541151536128833587,00BF56A87BAAB54331E6C4E2B640F98E9B4B048D
00026,790955023,0, 6784519997393317012,E39438C121009C6F38902726207DB195C714BCCB
00026,790955024,0,-1383952628210745103,497EB8C5E29A3A3D83ABEBA079D12ABF6E3FBCF0
00026,790955025,0,-2285086003984493564,0806A8D58E62300079E25D49CDEA2509DB2937B6
00026,790955026,0,-8978898612398764411,216DF8E36EC959F2491866705E37B1452EDBB8F6
00026,790955027,0,-6016897180924763293,BD9C9340492441A943D2DAC7969F2D8886A3FEDB
00026,790955028,0,-8083622411358271235,4ABFCF90F7B897097F5EABDAD84CE21C28107217
00026,790955029,0,-1082121833718546553,54693BEF47F6E290E403E50FD733CB4018C05B1F
00026,790955030,0, 8806722360599100015,5A2B3C83D82DB9C5F9EC24C35A14ED5C63252832
00026,790955031,0, 0555833427472882472,5B23E1F944898E540841E6DF70BDC4A8268BEBE4
00026,790955032,0, 5262454507804881226,5724EF5C51FFB88D166DC2008C0E831851236674
00026,790955033,0, 6255244378914548670,C21B8CB5BB0AA5A8FD1A607948622B7EC5E9258F
00026,790955034,0,-1861431286153060442,F7627559BE1500ED9C6F4D1E7AC8DCF46774ECB1
00026,790955035,0, 5010009259006461927,E619836FBC37B7566537D53D1F00A5D122D611AA
00026,790955036,0,-0900049765877232283,3DB1429C913154685DD24138FEC53606ACFD1EFA
00026,790955037,0, 1827404616830988913,840546C94A21198BC95168580251F7A6E81E5787
00026,790955038,0,-1732410751396117610,D189B6FC92DBDBE59AE6F4191328949FAD03C2ED
00026,790955039,0,-3665509536122253753,0CC5F28F13AE8DAB3309FBC3F36702B32876BDA1
00026,790955040,0, 9039633719110516441,393B31096AB5584C98F4085F070FCE1797695FA2
00026,790955041,0,-7784524164115064644,F05A473EBE632B6E4EE5C82EAF491332EB4F7107
00026,790955042,0,-3796469068651826342,86313A16CF1C029003411B62922C00C11DAC838E
00026,790955043,0, 8513128798286565914,09EAC2C937398D8945010138EAF0354CA46D5BA8
00026,790955044,0,-5239030159571482769,6313721BB22FC19F57891DB82EB0397688FC4179
00026,790955045,0, 6141566673050842117,10B4D9D22676284FF1A9CA14416A4495B6FB4C33
00026,790955046,0,-4536073712056358133,FDBCC0B337A455D37363ECE7D49738132CAE4D94
00026,790955047,0, 8317086637465220533,6C0BCD1DAC1C07587BC8AD02DA8352995B094986
00026,790955048,0, 3403082613471772636,5FA8E6B9F0F1D2FCA43E6EB7384C65485636E6A6
00026,790955049,0, 5950358926202990660,33938831D3305A1094C8A00F74E02A751F373356
00026,790955050,0,-4347094467406430753,7D67C1E68C7EF37D0648BBEDB47B484A14F9DF04
00026,790955051,0, 4275940418347069335,EA13A87BE1864C6BBDB4D3C1970C4DB7057D9450
00026,790955052,0, 8699351464761187940,778D0B017E994C1D23C85A935F4CE00FC61A87E9
00026,790955053,0, 1117124708733292834,AFB5B8A0BFB88BAE3A85E8DDE653E87E204235C2
00026,790955054,0, 6088961006018652012,D496EB186899AA391FE5E78FC13EE7C9142CD6C4
00026,790955055,0,-7345293073269494456,3468ADC8F818CA69274AE28DF9F1AD5C4D846AEE
00026,790955056,0,-7038209092110207439,7F86902294A2C75A13AAF587E6414D85A249E7AE
00026,790955057,0, 0592597300120826832,A9B067147173A1AC6FFEA120D8231A8AF65DD999
00026,790955058,0, 0209978484704882440,F3778F1715D3AF96C5B763873D3F9DCEDFDE2FFD
00026,790955059,0,-7873305171522917318,B1693125BFF24812721403FDC3BF831E08A297B1
00026,790955060,0, 7463087458660475057,17FBFE43F49AE655AD1AB09D4145C9D0B23D5812
00026,790955061,0, 1138530875647447291,34C18AE2016F0C37B9AFEF242D9898AC0DF48B29
00026,790955062,0,-9120514304762947841,B16ADB8B1E161DF5507B3012E596DC8BB149D6FD
00026,790955063,0,-5212191909911704129,FF1C563883CD7E5A916E8F461A1A804FBF3813C2
00026,790955064,0, 3343731685116255619,F9AA839E51D09639CD686B51B8FD1D6926AB524D
00026,790955065,0, 1781613770572862051,FB74DCDCB59DE1804505AD4869DB7EED8D4D6E40
00026,790955066,0,-5879849084122567121,0FF59500724EED28E86508124FA5292305F72DCB
00026,790955067,0,-8871533272422786650,B32EA3FD252D92923E6FE3CAFC23D9A3CC07DD99
00026,790955068,0,-8173135693929697395,2870BF7AD83EC47CAB440AF0D83BFD0899210462
00026,790955069,0, 2814005187238800734,E46917B9F89EE1DC9172056167195A8CCFFE90C2
00026,790955070,0, 4273834499264742575,D3EFB0DE024CA84FAEA2B03CE393502F120FDEDB
00026,790955071,0,-9033081771282743237,5590D77D0F50B2BF2158EF2C34C7E52FC1C8687A
00026,790955072,0, 5590065721580956314,81DD37C5FD76B60EBE7B4837A53C2FCB0B6FF67E
00026,790955073,0, 3879113712180358697,B4962F51AA5F341307D29543104D9555AF03E56F
00026,790955074,0, 6875027347610679438,3B717DDE22680DC16B5FF3F13D2738ACAC09D593
00026,790955075,0,-6683184522959825319,570561484C44BED0F6AC4D8F30C55BEF0AB314A4
00026,790955076,0,-2166621754112311342,5F23AD44415EC7103715A2E26B6EF0FA1734FFEB
00026,790955077,0, 2419099026405831780,0F13BC68BDDDE6C513D5DF49B3C1EA60FF144861
00026,790955078,0,-6554515932121395167,C7F80C9311A45218B6474E82078C8F83441C6614
00026,790955079,0, 6013172004288861025,80E297E8E5262210CD7BC975CCCA370CBE71B3A7
00026,790955080,0,-0633275563907059910,723CF32B37BFDC4918273DFB2EF143FBF0573619
00026,790955081,0, 4243860335406710668,840E03674ED1E5747CA56230F74D23932131DD27
00026,790955082,0,-8750496973459442896,9D427F097FB6479E222FEF6F3E550807ACEA486A
00026,790955083,0,-1338819879665186101,59F807EA4B39B4BAA6422B6FC4D7B35C5D3E6743
00026,790955084,0, 0564438620568058374,719232F683397C1AF52F2E4A6F1846709844333B
00026,790955085,0, 8302513610043024485,9C470DE888ACFFED2F6F2063F8B965F776996B37
00026,790955086,0, 6389159169033600660,F36D4A55B5685F820E57D44B314990DD8BA79BF1
00026,790955087,0,-5003224305877042355,2C9CAF43A93EBC1679EAD68B92591EDA59E57FC0
00026,790955088,0, 6643457206097980406,3ADB4F911B18E8CE01099C2E5022414863CB30A1
00026,790955089,0,-7930987360393909340,13227392FBF18C3487D5010665ED20367A02FFA9
00026,790955090,0,-8744532301041068987,95D1FA7A4977419322B8FD720F92EF4D71D93CE1
00026,790955091,0, 2547237781700414705,28628F958EB37F796040D94064D07A79E11EBDEF
00026,790955092,0, 1554723854175173652,37EAF2DA91DA8D498F02AB56F4266E3B762230CB
00026,790955093,0,-6418722883301728437,9459B02E0F06D9FFD0E8D2ED6B44AE96B87182B6
00026,790955094,0, 0161838828500580945,8CF3A1254CF5410160D87D77FB83AA458EAEF291
00026,790955095,0,-3978231125602485943,95FB953A77922E9097AD7599A4064CEB566CD66E
00026,790955096,0,-8039897748482788532,CF0B355EC83D499A7F6590C8DDDD214DD57E2BB3
00026,790955097,0,-3774817585079555567,FE1B7FEA7551457D3EBA77905BF4E66A304C14C0
00026,790955098,0, 5456141757222363557,FA09E03CFD8894021BA7E65B106EC15D21482798
00026,790955099,0, 1506085155737607593,77E8D4949992E61F2A165C26AA35C9687102FE00
00026,790955100,0, 5382236732120518806,5F63B73388251919A03604984C0D64DD6E08E18A
00026,790955101,0, 2619033849217566266,CF950D1A86335F39CA20A066BB89C72746DB1610
00026,790955102,0, 8700478048844360638,2EA84901624C51948C5F5446E1D643347B7D498C
00026,790955103,0, 7019571199998467787,4FA860CD252A4B115F7278D67DA58E7A3904A5A2
00026,790955104,0, 1444279466135926426,5693146F1B6B83C6D874B31767555F73938A6D06
00026,790955105,0, 6619703454751129030,E97A13875664A64C16BB40F0F5B123F27C46613D
00026,790955106,0, 4334656096734561580,091AE0BAEEA235641DC0A501ACBC85874E8197A3
00026,790955107,0,-3026168758121170102,982575FAD1030FC703EABD7E9D7CABF18BBD027A
00026,790955108,0, 3779894652633787507,3B679A72C84594382F2902DAABDF91938208F967
00026,790955109,0,-7098040775413686151,29912CD1F08D6C3EC794A21EDDC955911E679817
00026,790955110,0, 8931485290948146945,62726C5684653B478EC31C7B3510CFCF4CF10190
00026,790955111,0,-5108019507948078433,295F4A7AA578DEA3788734A5659796DC6245E053
00026,790955112,0,-5795526667325117415,EA8EE591BCEC06C5749ACEC8D9AC4B781485B8D2
00026,790955113,0,-3780291616604119880,1926FBF52FD6EB74C5092ACE0946C03F03250441
00026,790955114,0,-5395448536384221411,A5EDFE1CACEB398CCA8B8314CEAAAE955B08F421
00026,790955115,0, 3086916136945477038,B412CBD43E9F6EDAD6A19CBBF342403984A7A64B
00026,790955116,0, 5676775276497191909,3ED2ECE647280CBA8FD96707149326A746872F45
00026,790955117,0,-7715639039703508261,147A270B90B255FE8FFC4715F87FCCBBAEF7953A
00026,790955118,0, 3923575131952463834,3CC76E0A646896FA47D198E5EA371D4C34A38CC1
00026,790955119,0, 3236824181528942857,9756514407A4E35BC63D67105C77A523CF20DDDD
00026,790955120,0, 2210599256139063480,91CE8970025FA038BA45AFCD057FAEA8087AD793
00026,790955121,0,-8064384844931049300,15D2E472A435D3D73948E0BDD7CC56967173038D
00026,790955122,0, 5506704263041322058,B53A55A215C920DEA11CD37402DE4F6A20F8B52C
00026,790955123,0, 1860673618726562784,EC9C8741751C2FBEE484F1E176A28DD659713082
00026,790955124,0, 8628890508595640222,5E0932F3F0E245B4389B4113C40B0926B5AA02E2
00026,790955125,0, 2797320159523714652,12B329F727B4D99485F091338259AAA98DD9255C
00026,790955126,0,-5546803153927973597,D3F2CEDE3DAB9036177A9B3702E1E8EFAC97CACC
00026,790955127,0, 5130701164486281704,440E3400644CD7AC3F0D4C99E3C8EB8EFA7A19E5
00026,790955128,0,-4863629743335484517,8C92883B64EF310257F7664FB3F3362A3B50A144
00026,790955129,0,-8302750339331656803,0637EDDC026EEEB727D52B12C27AB5EACE98B004
00026,790955130,0, 2216267566491783251,4ABD970AEB3B398D1B2A42C9B60F1BE8589D9CFE
00026,790955131,0, 3039193549143968660,433C13E499AAF50769DF17F01E49979ED41BE224
00026,790955132,0,-1773254503167041022,0FFCF428E51339CF968FCB5281DC7811561FB47D
00026,790955133,0, 0579684538636832632,A2EA192E50AE5B44F96E2C612D8724EF3FA2B045
00026,790955134,0, 8535432515780335153,776E0D3026F349E65D2EA9704FE8617B0A95CB81
00026,790955135,0,-1891037825649338767,7F49743BBF3949836AA7421C735740CC91C55344
00026,790955136,0,-2384179902996158934,85A2549D478E21D0F5A387EE7907459C17A5065C
00026,790955137,0, 1583747229949494820,117B318757B0B2374BF119DE65D153636F6D1518
00026,790955138,0,-5818432750179302076,4038D90B04B6F7827338EF5D81A3EE8A02DA6558
00026,790955139,0,-4602904737749027544,57CA879DE4922C95AAD3CCA8B9C599C1F6D93C57
00026,790955140,0, 0193071990188640882,A3891E4B0BD231506FB22BE379CBE2DB6BB52A4B
00026,790955141,0, 1390807853747434084,96C5263475856A2BD1F9232DFE4CB48A9FB91AFA
00026,790955142,0, 1646990156440613912,EB93FD1548E4620B6BF6DC592766B90B9508015D
00026,790955143,0, 3033400520669405712,CF90AC991A54DA62DA11CF1A3C923A19D1697DE0
00026,790955144,0,-5733125191775846883,02B455677F501A7BBABDCC47E0B08BD64F9D4F68
00026,790955145,0,-0204987423405205604,F70A13058E2A627333D810261E393823CCD1BE03
00026,790955146,0,-5559398674959991236,E239F4E25150B0D4FA2FBA23745921F203280524
00026,790955147,0, 1031127175694846292,5DC245BEE90FEB9FCD4ED973DD9B07AF02D6862B
00026,790955148,0, 5482855794916883195,254DF6507F887246454CA974669E53A6FFFCE57B
00026,790955149,0,-2607377672923822185,3E7FA44E9805CB4CCD63E881FAFFEAABF5E3E9CB
00026,790955150,0,-2330038565090624274,2B21858C332894021E611D444E70C16C71E322A1
00026,790955151,0, 7456726840762638713,4414AAE21965E5195DF4248A42D502D58BD670E8
00026,790955152,0, 5700181762038015077,1B19CC8D6AF2206D334BC723EAB03D3208C9490F
00026,790955153,0, 2369706971269762676,F0B7AA4F8211676C2CE4351761CA5F839EA8850C
00026,790955154,0,-7111924860544999554,47FD0372186C6EA9B379C1BE002E453D2108FC49
00026,790955155,0, 8411914706897665726,876A2CC4BFD5F835789FF7D7A31627665FF6F454
00026,790955156,0, 8908272766555318843,B7C8A349D65B4319770EDBA60070174CA8931C22
00026,790955157,0,-1941689527409487293,4C67AA2CFC927355C199D7777DFB6E6510AB2049
00026,790955158,0, 3731812857009568158,C999FF9718674C5EC629D12BD1C26E4CD2384FF9
00026,790955159,0,-7116068911002923839,2E45D5E45ABA6F3BAF5A71F6CC5630825A029EF5
00026,790955160,0, 6020608368624069209,91B409836661CE34F6A25492C810C9272B302C61
00026,790955161,0,-6153980015772629114,4A881165C6E048939D755ABF53E04CB0BCF685AF
00026,790955162,0,-9171447977732806338,20D9EE636174EC146A04685926F543DE3497FD53
00026,790955163,0, 4574125937318973655,0685C91091B97CC634FEEB6320C49F33A944CB21
00026,790955164,0, 0808962498225588097,84B20E7724405431B8BCF0612A3C02E64334199C
00026,790955165,0, 5474457577219361220,79591CC6F6A05CFE9FFCFBCB8D0EC043B5B80B1C
00026,790955166,0,-4085810976445223880,5BFD853F19B3BD59B081B325C15AA7ECA5E34E7B
00026,790955167,0,-7429200703040234801,8DBCDA94F0ACD96DD79AA4EABDDB55D4AF92BF20
00026,790955168,0,-9185131077212080663,CD927A35C91E72CCB48D0F9A549CEB7179BA6B8E
00026,790955169,0, 7593232286623281880,B605D7D51188BBFBC10964D2837C13DA2B8B6F14
00026,790955170,0,-6877229102291116687,A4EB4D51300AD983CC61F97FED761E80E17DDFE3
00026,790955171,0,-4657318529115421625,D165127C9764CE617184A3725701F00895CEAD23
00026,790955172,0,-8421276644057119939,9BD4C89626F5C7F4005EF9514E0AA69C53D29383
00026,790955173,0,-1621538094779505112,0EBEB06938989EBA151F8B04CA1B131C34462E0E
00026,790955174,0, 0118707294018170301,B2182A37F70F7D7F1D03479DAF660454028F72F3
00026,790955175,0, 8745113774364497355,3D154604F560CC5778969096FDDD13ECC2213D58
00026,790955176,0, 0232167304997318407,076798E714CA1A4286BF86932DA8BF18464F5822
00026,790955177,0,-6918634098680376349,F08CB88A69BD1EA9558E27ED6B92E48EF14310B5
00026,790955178,0, 0291053425888421162,CD9DD0E49FEC9E00EB8EBC06FBB0A11A3BD58ED7
00026,790955179,0, 2517892554820874609,04E7D1982D44B5EB14DB72CD337C3956F6C05460
00026,790955180,0,-2566235552216045508,A6890E59421EEA7BA14B48934206FB56EA87F2BF
00026,790955181,0, 1723091879593824866,6CAE67DE9E4A0D469F3A975EFAD3B17CC4507875
00026,790955182,0, 0513468937595693724,14DA96F98F05B1D998B35E13305B2A02F14A3954
00026,790955183,0,-0765195950438688084,589CB9685CE012C22440FF996349CD659B48265F
00026,790955184,0,-6841850843721857540,97DA50A0D349E17FE9E4B381370272609B44FE0B
00026,790955185,0, 3190994105912538521,52CCD748534066C56177C71EA658C1A025BB3881
00026,790955186,0, 4344631519475195103,6C92905771249AF582F0B7A013E3EAACF106A748
00026,790955187,0,-7293926264575365748,349E60F10DCFA1201A0E40169CDA9E1967E2383D
00026,790955188,0, 0320868100902210163,9AB61F6CB6EE031F0B6267319D49285F553CD6E2
00026,790955189,0,-4527408091647342099,56BEDD60F1158C9944C51685269E574A6E16837F
00026,790955190,0, 0479385319115591087,0DA8CE9FC8D4E37420D7204A6AF0DBCD1D13A1B4
00026,790955191,0,-0183504130911576387,D91D729D0C9D66AA6863040A756C86CDDC2394FF
00026,790955192,0,-0820947962207238162,B8E0B7703A69061723120A38547DCFA27C919BC1
00026,790955193,0, 9120798512191390808,F455FD33B62169C430C1CD94C2F09074C07751C2
00026,790955194,0, 3992719940360127690,FFD1406D2DA8E01051C71A78048F9254444E4B82
00026,790955195,0,-0323751758117149707,18CF6C03F34CC2392A590D94D72273B474C28008
00026,790955196,0,-6387551393414403225,810AC0A59D09559E882F3F04FEAA28496845F2B9
00026,790955197,0, 1279543290125233986,2B8756FF26664558A09994BBD87E1882A0EB6A73
00026,790955198,0, 7437516384214288852,881A7A394944F55C2C7C3B62A3C7D65D75908747
00026,790955199,0, 4426277933954002431,6CB0F2B919C314BF95CFB92366D40D3F8E88D77B
00026,790955200,0, 8281860104790391311,19017B86D17C5E4C2C6D92E9E9EF5A99A78197E0
00026,790955201,0,-1420355766830077238,C698BFDD4ED98A3719C4847DA895D68C71E1384E
00026,790955202,0, 5915241091116212786,B7C00789D93BB620DB0A9A8372209784CE1520A1
00026,790955203,0,-4857263235039078702,BB9D5A4FD5820B6E287B06F7087898383A2B374F
00026,790955204,0,-4902786302278367442,2DE57C34BEEF36917AC19375E230AB69D64CA1F5
00026,790955205,0,-6265387687242286582,4300F4AF4226AA2C173710A1EAEBB9236CD02DA6
00026,790955206,0, 4515435842416947662,18DDD24C4879D7A523BD0E1AE263377DBB9F5484
00026,790955207,0, 2943741712084585427,CAD2E1FD8AB441D34EDED736A375F0A3535A27D2
00026,790955208,0,-4434512470741847053,75A9C8D39245FB4FBEE2F9C36504998FED14B4A4
00026,790955209,0,-2976022994207932179,4D0A2F9ED106E53BD63A0C78E9389F42CD02E7D5
00026,790955210,0,-1735163615114857040,5EA58F6F162CC03AECCF2B7894CC643AC1A3DC6D
00026,790955211,0,-2429710813636312037,C4436CA2BD54BE735CE15403E09211B6C8638ACA
00026,790955212,0, 6578902823290900306,1E8DB7F3BB3176546660066E2FD55F2437531B40
00026,790955213,0,-5454502390907935269,D0EDC25DBCE2A6BB9772AE1F3B34AF901C1B8B92
00026,790955214,0,-3244672514777769275,1535F22E04CED58150220920368B96FC0D719015
00026,790955215,0, 5020596727207507750,DCCFD1138F5FE5D346D5222694A210862D051F7F
00026,790955216,0,-4071188254448239907,EFE9790706837B11C6F65AFE68F1A454B624AB38
00026,790955217,0,-9147996099805306783,FBBA114B09AE052E5AD2969B125DC72BFD5EC28C
00026,790955218,0,-4910733276138692953,141F9816E67646BABDF212D2C459F487EE1CAE5A
00026,790955219,0,-5506458573570178806,6A58F66C36AC22845F69C5E8FB58B1599CBE754D
00026,790955220,0,-5786015438837983608,AC3316F0098BBF412D25BAEF5E0913C5F900FAE5
00026,790955221,0, 4683837586551528852,40F4752913866D6FFA6A6F94BECDDEE4CA9147CE
00026,790955222,0, 7629709010653364160,9C7A5AA3CA41B4D240A9C9C90C2276FB063B0C99
00026,790955223,0,-9113596253271165984,29340B09E0BB69D10B99F89D90DD9488F56C9D55
00026,790955224,0, 4822740495988518745,F850A491FD68DD6EDA3D9F79758A4685A0F9DFA5
00026,790955225,0,-6945416380403952051,895914DFEAB5D26BA17BAF644DFDB461D486A401
00026,790955226,0, 4691081457004257182,1278568D7DD49A320C8350FC8D382721478CE106
00026,790955227,0,-0967011032038173335,45C58ABDFCB7904D865EDF38A2C654961E32B3D4
00026,790955228,0,-4744079241369876642,093F5E2B1EBC75F0045D7D77CF7CC8FF38DF5FE6
00026,790955229,0,-0157249341415810525,AEBAD1277C48022EC0027680DCFD09FFFC55FB6D
00026,790955230,0,-6405835456030509858,6CBE1C187B2E22F22AEA0C12ACCEEDF4FDB089C8
00026,790955231,0,-2407606933519483287,BFFADE532B05488E06FE03D3008556CF5E93D424
00026,790955232,0,-3946356613229975715,2B6ED0A10156B05B65C1F4274F53E04962D3C506
00026,790955233,0,-1006861831109144331,58988BB6B584FB1B2708EA4065A91150FA0EF454
00026,790955234,0,-6945499878789357445,C4F7FED38C15FBC02362DFAF85334AD0B1D00AE6
00026,790955235,0,-0503896260719519873,41AC8EE1524333C9598A6852D572320B7234444A
00026,790955236,0,-8440240323256646564,0A939B6FCF2098C7138B0413BD07FF64ACD02CE6
00026,790955237,0, 4318924282278971233,D3A7B4C01C367E529919AB430C6F5BAE088C5D0A
00026,790955238,0,-0883112040852915970,BF298836A7C4C997F574E5AA087FBE7AA22E25A3
00026,790955239,0,-1888217940848503631,ADE83F4A878E50AAD85E63E46C66F45409341ACA
00026,790955240,0, 2952628933801102922,14D205FDCB1F1261B1B5FBA730224618BA4731B8
00026,790955241,0, 0928772565716244435,2003DF1FBFFAA1DBDBB6C3BACEFD5C6D53D438F4
00026,790955242,0,-1847498444214767611,A73DB9BFF8105014DF261BEFDE38F950F83F27E1
00026,790955243,0,-0611938636309960552,E02D80A0C52BA84A465EA92AA8F6257BBF620AC9
00026,790955244,0, 4729710822338982989,357F94E2E74F757427F706B00CE927134B06C3DB
00026,790955245,0, 7007722782748263832,1D4F9C86B2FD1D9F903236E81B58CBDA6B59A876
00026,790955246,0, 2157061201572346050,971778ECDF1F13C99FA3A5D7F11D80BBB4CDD926
00026,790955247,0,-3976801393206592171,63A4B584CE616826B3A1C1CB3E7BB22EDAE18E8F
00026,790955248,0, 2523938518627387210,9583A3F87C49C6A695544A4654FCD7BFDAC5255B
00026,790955249,0,-5431815761968456088,015227242ED2A9C243A8B6B9D8BAE7765443E37D
00026,790955250,0,-6974946485998544966,9AB55B8F33A26BD05131227BECDD15F6F317753F
00026,790955251,0, 1194944494340229937,EE1A9C0C9DDDA1AAB7062A34B1162BD4D1522F0A
00026,790955252,0,-0710389269600004529,704B7C773737E52AFF42F99DC32E63AD9E3DD162
00026,790955253,0,-2740108222956722236,7758889AA1E0366E45E43B3AF4072C1ED39A1584
00026,790955254,0, 2410152428496253395,1A701E3698CA93C2876942E5865DEBD5E7C871A1
00026,790955255,0,-1559417527023107952,4A50196D875B88530A5C854B9E2B0656B97FC334
00026,790955256,0, 9038658113819579626,764B3B6A87CFFCB158E30B82EA417AB555021FC2
00026,790955257,0,-6424842069768166307,3EAC4F1381CF35D43D91B2F3BC00CE53E32414C5
00026,790955258,0,-4700280365760838300,1FFF28BA8C6E21B2A1DC6E600337667821663EC2
00026,790955259,0, 8491964412771247394,30F5ED6DBD39919DAA2D31E20FDB5C56145B4CFE
00026,790955260,0,-6416911011156115074,19FC8E130453E7E3A0AFC4727E09AECBF78074CE
