790519959,0, 4239707704278209616,E64641AE9552B48C13191AFF0EFE026107959DF5
00026,790519997,0,-3268537173528480680,C9CFD099062694A693BD355052F8EF8EA1F54E22
00026,790519998,0,-6952769460498489500,E7DA9C54884087117A948F150B072983A0C6FFDE
00026,790519999,0, 7589046828519949358,167A085B9125A4D3E74C067E6B330399574BCB5F
00026,790520000,0,-7309165397190256024,F8A71F8A6C0DCCFE234B48814FA69BEB6AE5E483
00026,790520001,0, 2721038293954517254,F833BDA5C360BB297F07359EB897420A8551D76C
00026,790520002,0,-8861091074459362554,3DBD243415A5BD954CA70C62548279AE9A26CDD6
00026,790520003,0,-6160960322566787380,76A2E061BDB9B167895571B2E7567461BA54B080
00026,790520004,0,-5115442167909842860,F15D744C0D0C35DC5635362A5C6F6CC0F1750039
00026,790520005,0,-3398411462570315596,8A3C097A80844C10D39D1D25250F8672A468DD5E
00026,790520006,0, 9088373393786369508,E8D53083F09B82A324D187B56372354EB9CBEF4E
00026,790520007,0, 6127851099415412408,464046D0E01BA8182065EFFD365736CEA9654085
00026,790520008,0,-6806282252890145026,66A5D2DF7201CFF6B8DE7DE9C82EC787A402E92B
00026,790520009,0, 6729037918086247129,229DFE18BD3A9852966DFE55E67ACEB34B7904B5
00026,790520010,0,-6958619534953573113,7347FD6803F871D69BD89A670E94A48AD0026AB5
00026,790520011,0,-0534678918987461326,C485AE8173FF0F3E2F3D38D33C43A67DC1CCC1C3
00026,790520012,0,-3580707283872462068,020470655B17A87BE7EA3A7298CB9675E91F1DD6
00026,790520013,0,-8018263913793896565,973AFFD79F81A7C3CDDE80489E74A972DF2DDC52
00026,790520014,0, 5553657240700679659,B9AEFBB3A2682121CC67ED4BBDD3806CE6672860
00026,790520015,0,-1012318896567640763,C76E45B8F2C4DD5B6DE97AD0F07A1A0C5D8E6DD8
00026,790520016,0,-0046237605609630809,C5AA1BD3E29956EE73318587236B8EB23EF9F805
00026,790520017,0, 1887654770601043705,361D8E6099206200EDBCE04F2F394E3CA0A9D149
00026,790520018,0, 8553783517363937784,D36B070DE982B1566972A6B5929D8A660B1CBDAC
00026,790520019,0, 0675179912963159838,90CD58E3B5692F30A21A1F499EFB891ED333EDC6
00026,790520020,0,-3271414881864165399,4D2B6118239F2A477552DC15D6663F5CE45DAAF3
00026,790520021,0,-7456368423485357060,C51C0C0392DED09AC32245D4F08BBDBE210658A8
00026,790520022,0, 8255351663505841941,D7B8430CD1F37F85903CF968D06BF8793D015015
00026,790520023,0,-3291223589584184046,9E739C46FCE8DB6C6EFDC662FE11417527D69D0D
00026,790520024,0, 3242765377255781356,B81D81166FCA0AC197F7FC0F43E65CD3E44DD5B8
00026,790520025,0, 5235219879014891307,37676D118A28358C8555AB444A399A9F087EF495
00026,790520026,0, 0559191342557152888,4D5B487EA8539920256FAF84EF3167883C4FAE8F
00026,790520027,0,-5088847570865482214,D5D680468C8941D86EE639421CE20EFD924FB1D5
00026,790520028,0, 8120042467114126580,A045AE54B8EE98BE3761057D59753A88B5D76040
00026,790520029,0, 7085328038903714748,A964B20141ABF218E61F4B19C554C3F5A394FA86
00026,790520030,0, 0350045169697600028,28B7BD8BF091D4A02F7C5E85008BDF2972E9BCC1
00026,790520031,0,-7593923011401693673,E2075114CAB20311ED98DBF38F81D535764E34FF
00026,790520032,0,-5434172975024560213,FAB5AE043D0B7EA4FD4C1DF5BF0B31E7248B2E63
00026,790520033,0, 2899904519411048154,75647A109430F321F3777C31F602963216F58ACA
00026,790520034,0,-5404778841242704473,8E11EA7B158E67415A51AE80B65E31E51FAD7572
00026,790520035,0,-7413241804737859201,49F7DC767C860F1F59D331D6E45D81084A9DA2EB
00026,790520036,0, 3439926421040985807,7AE9FFD009BDCDC1C967570B28328F807620D190
00026,790520037,0,-5877736646428341743,E1CE591C620A34184BD722E8540684B87C928042
00026,790520038,0,-7494743060247046645,A637A69967B5AC08BCE179F97C69BDE0C9DEFA67
00026,790520039,0,-3121452660066970268,B6B87CBF6024952DEACE178A0B0F39F024E018BA
00026,790520040,0,-8265282972480023757,4AF96588B7938576ED256CA568287805064D58A1
00026,790520041,0,-4734101259280136246,E92FC1793EDAEC5DB808D4AF8ABA8C12A81C0A82
00026,790520042,0, 2775552455195649054,4E25E639BC0E286FBE15063C99462E33B6BFF806
00026,790520043,0,-1044456174916928438,2E852B2C50556C1E08EAC580FC101FFC2A5145FD
00026,790520044,0, 9000398793409465115,4AD91099D10129F2E1FCA177A5D09853D6ED494D
00026,790520045,0,-7270540980836234211,78224E6915D47F1E4C19FE35D7F3224DE30C7DE4
00026,790520046,0,-3931094276996835024,157BC95DC087E45DADFC90AAC149CCA32A69DC0A
00026,790520047,0,-5457454333278378373,88B33772210649980CADE5D4B8D6C8640158551B
00026,790520048,0, 0566338344929580067,F5D7201DAEADB21535321E72633D3D3769CD1FCA
00026,790520049,0, 4880099361575268549,31F6913F470FE6688A15AE04BE2CA4998726B9AB
00026,790520050,0, 5879134722100456510,F37B05477C5AF102504D140485200B65B7BD6937
00026,790520051,0, 5507282268589500182,F90318027D6A9ACB89C9164EC04B435D06E3BF7E
00026,790520052,0,-2401919622308693552,C5C8087E2942408E618B4C4AE7CEF1074AFD639D
00026,790520053,0,-6607231822673477978,688CA1C92768F15FBF7BDF16F0049437E09CCA1D
00026,790520054,0, 3210091677849479736,D57E6884B840EEA25D681771E429A20E0D7D8518
00026,790520055,0, 2541913907548213018,030B7EC839115DF9196A0B9D3337CD4B68D98B19
00026,790520056,0,-6986127656814399835,57CD6AF3AE5E57DFEC2AA4655145618FEE71F183
00026,790520057,0,-7743595360361425562,FBA742D4FF386FB6B757D62FBB40F2C0F3566AAF
00026,790520058,0, 9146128336093205795,07C19C897E02AF84E0138EBF74E83ABB9700E318
00026,790520059,0, 1094236890534855898,650CC8934A9F192627788CDFA76600A7577DA602
00026,790520060,0, 6112905903041206745,AD567EF704DA66A61003820C8BB0906BFFF3DE64
00026,790520061,0, 2729648624897230118,6F9AE2A33941C560530645D494BBD7CF302951B4
00026,790520062,0,-1893664488960797041,76740BA087AF7339EA5D3A640ECB56A6A66A6ED8
00026,790520063,0,-4336777325215185993,5673334EFE97D0E2F36F69E839A548E381413712
00026,790520064,0,-5914377491266308729,D3DA3ABDEAE33CBA2F9821E8DAEB6E530437DBD6
00026,790520065,0,-2594801866669769399,B009222998FA230700A90A5F4B9039A12E5CF91E
00026,790520066,0, 3130817521033007794,FD56E583BE8BC01CF8CDE7B0E58AE9A4E41E5BD8
00026,790520067,0,-3412089525698041853,0F38AC51AD32DBAB07A0C54F31A66C7DE5379CCC
00026,790520068,0,-0691982724335385651,6822516B8C2C197DDF035B77551A42A6950A9BBF
00026,790520069,0, 7763896098531410984,21AE811D8FB655F2F92A46585FDAD4CABA601417
00026,790520070,0, 0814798555081848688,5D843A53B510D9F069639F25A6990EF34EFE8309
00026,790520071,0,-6734449409805967719,3B524C637DF2531A87C97C8EAD6026CD5D49BAE0
00026,790520072,0,-2509916506522406247,CCEFF6333F7241B7FEA5B8C1E66B41EE9936E142
00026,790520073,0,-4602308199331207872,91E23BFBD7ED62115B68B99397E917BD65DB0C91
00026,790520074,0,-2305466010417432964,452331B2DAA4E012D0E6E26B869D36AC85367543
00026,790520075,0,-5656217683164109756,86D9AABB81580B0ED4FD0ABE9719BA545B023AE4
00026,790520076,0,-1361040638358651248,54BE1708FE2B9B56F6B6E11D1833606F10CB2F67
00026,790520077,0, 8587745320134549487,03A6A0F5897BE240BCF7490EC1FB1C0722285805
00026,790520078,0,-4175404985395601911,05403494A929F6DC31658F62EE22C3702A24A687
00026,790520079,0,-4623088358442953579,E4390A183B18B98CB64B3C47E4DE2A66F207BB75
00026,790520080,0,-0326030935869343547,4A5112A815973828D00E9D771F0C2CEFC89764EE
00026,790520081,0, 2560913789609444918,AC78457A37EE467F317159A4FC477BB70B3C17DD
00026,790520082,0, 3065533116128983661,26DE5DF45E5B5319A83697B25838A69CECB4B268
00026,790520083,0, 4607771594467298966,42EEEDBE56F5F996459061F8DAF033D5143BACDC
00026,790520084,0,-0604494116495928615,CD44567E39E3C92DA5D1A2DAD3D4998366E2C2D1
00026,790520085,0,-2365678284483116531,37E6882BDFB4A30BC1BABABDC588E88E242119AF
00026,790520086,0, 6109273655061999146,7C6612D826D1712ED2699E9104783C710F04E8BF
00026,790520087,0, 5989607133752052191,9AA8F43BBE036B94B7B87D066D6DA2CF7B3C3FFA
00026,790520088,0,-0785324303565957893,E7C6CFAC323EF50048DD5BB8BEBC67C991802776
00026,790520089,0,-2347244071388023063,8ABAD09A1F1DCF1E69F4B81600190B7AAACB2CCE
00026,790520090,0,-7241055925666935557,03060407A26109F20D467BD763AB18AC372723F3
00026,790520091,0,-0922606326382453862,B48B503C9A797BD4780FA01EB92FED9D753CA5BB
00026,790520092,0, 4959149237962679347,A6D8982CF74E359565661EF4E7CEB9C206FECA07
00026,790520093,0, 5933112953539806985,7002C21E2584D6E08A29918DFF7378CFFCF1A05D
00026,790520094,0,-8730894640174510000,FEB25E20E6DC5FA6EF5FC091AFD2E6114E18DC16
00026,790520095,0, 1192689145263775567,B509149058D5BF09B9A5A2A0B3D15C0F8B72CFA4
00026,790520096,0,-8990465830243134426,B676C4A7CA9DBF1FA814983109B7878841FF4B87
00026,790520097,0, 2600047848575833994,5346FE750D2D7324DB536A77DCBAF2DD101D3FCE
00026,790520098,0, 8488314082673317714,DD5B7180E5C0ADECB0CAD76D9F2C1E8BA3BBF94E
00026,790520099,0, 8437343348600153603,95C774AB7E2EF7B92876B738930681200AF7FF8B
00026,790520100,0, 7150970782626985024,C11FF780BD10F9E35BACC57BB7938A21B4B24228
00026,790520101,0, 6320981486103104068,334E0EB90DD30E4EF159250B643E7C49230CFFA9
00026,790520102,0, 0841667631210994105,12F708437449CBBB69AE24A17AD2C6F25523F8D7
00026,790520103,0, 5689439572585008164,C80D38EB47B57E8768CE8873FB0B83A058823CB2
00026,790520104,0,-7953523872775411546,A6BC42C9D2BC9AE37E846A0E02E3C89BEEE4E377
00026,790520105,0, 5129323892184470684,F0AE45432B244BD759A41E9819EB171B0DA42625
00026,790520106,0, 8049882693811359460,9364A02BA926A43A1609381912F7C658CF6FFFFC
00026,790520107,0, 4943299888375985862,77C2799823F554583F0BA45D7B4FBCD737EBFC0B
00026,790520108,0,-5461853067714791425,BC2E625E6FF9DF2427B191C5A8C922A376E682E1
00026,790520109,0, 6911344388552793759,5CAE84933592ED70389390030C820275CA0FF3BB
00026,790520110,0,-4634606293196983047,45A0BF413ED8D29C7F417E83BB86F9C6BFE9A6A7
00026,790520111,0,-5408486369854404036,BD01EA0E89091584A2624DBC8CA70F3C6ADB71D4
00026,790520112,0, 2640836907423501160,9DA456BB7AC5A0ADD781DFC030E6FA02076F338B
00026,790520113,0,-5379851639992461324,75E68B4DB7C462897171190673A97664DD36D7EC
00026,790520114,0, 8129210013515978643,B57CE386D485CD855B9A8D0DAFD2283932BB07A3
00026,790520115,0, 8613895729938773483,50082BEFD2BC17CDB2272EF56F3BC2B0F60F899C
00026,790520116,0,-5698019979759213983,C6FD293BF430B3DF30FC20E4DAF9FBCA26164B52
00026,790520117,0, 2256864056062709530,D8A69450E986886AC3A3CDDE3EE724FE06BAB88C
00026,790520118,0, 9143089343942161037,1F28D2BB374A1D58EB1F500E7373E1689BABE5F4
00026,790520119,0,-3581943976567438119,6941F0C455A7869D1709238465D1A8583976D105
00026,790520120,0, 2442106437322507553,96136CF4E92FE35C4EA3ECCF657AE6C435DAC226
00026,790520121,0,-0473034008172623473,943628E21F6748C4EA98B63CD87175FE6201645A
00026,790520122,0,-6134331772025094905,6BA85A96F0A5504C21783D86E10C008878FAB58F
00026,790520123,0,-4120876614330227274,C1DF7DC68A39217DFA997264D7E99A44968327C5
00026,790520124,0,-2453515264050912386,2806BF5DDFD377A1EE264DF2E4EBDCA22D16A93D
00026,790520125,0,-7846402034960417563,DC12FD0F813A287C97BA8952E5FCD41A5AFFF092
00026,790520126,0, 5371090102463303743,E006811F6461B1BBEAB95DA8E388E0F4A2BE8ECF
00026,790520127,0, 5919857109796952946,E721260B7570CBBC789CA3EFAAD7D0E5789678FB
00026,790520128,0, 2436986259710725983,370E5B3466C382380EB4BF5987BB106B661304D3
00026,790520129,0, 1947601623976103327,6ADB853E3F9F1DBC46F48998974B05EDA9A982A5
00026,790520130,0,-2470742572179443241,07745843ADF7690366D0805F427057CC3A91188F
00026,790520131,0, 0620553812423196379,8BDAB44C88035EDA8F8C603754EB6EADB3FF3316
00026,790520132,0,-4197372878709407614,C05854F1CF1E51FB86AA511906DE6A89436CB69F
00026,790520133,0, 2075628905834035001,F0EBDEC7162E1F67912C9E01862C0538FAA9CA27
00026,790520134,0,-0373472089981349395,CDDE43F8B83444593DD4797943CB0FC289634901
00026,790520135,0,-7115958091444407838,14BAD18D55541848889CA2B5BA666268C4044491
00026,790520136,0, 2409650028145839840,624AF21041C2268027D434D06765CECF7901513E
00026,790520137,0,-4718414200857842260,71EFB1586B6170713288423B94C20B4A763660F9
00026,790520138,0, 7917806600158399180,0047F437D2BBC970FCC313C43DDF9ACEF70B770D
00026,790520139,0,-5855315724423660528,9A6A5EE9E65EE8F30715221867C3C2EFFCFF0967
00026,790520140,0, 7893824946970828308,4C14423249AA04AC68ECF71CBF6830770C7E8A43
00026,790520141,0,-0605168223214768727,19B20147B02A455B2CA9B7C5FF87A8C8B6691F7F
00026,790520142,0,-8773856545378875785,BB1F834C089AAD90DBF074F0577D2CB4E22966B9
00026,790520143,0,-0118168121569547077,CDE1F28478BD95407206CA53AD1A7D0F8448E2CF
00026,790520144,0, 0829644104586520777,704CEF81562ED63F77F442CA9ED6003177303BCE
00026,790520145,0, 1942929835496031407,67016B9F59B898C5F6A394913A1B6F5E7B65F021
00026,790520146,0, 5799899178875370691,A72AE376DB077824563F6A51E98290F3B9A5A2ED
00026,790520147,0, 0151379122912392257,118F19731666D2FEB5E3085D5208D1920BFB3D5B
00026,790520148,0, 8981133210559456903,2B2A8F71C8CD9898EB587C71E16D1AEA83889124
00026,790520149,0, 4891946832560352566,E79FF255C52B41981A900A456A2F27EAF909FA01
00026,790520150,0, 2336123385185869934,8E6076B6E19A4073A1FEFAC625CB347E10A63F50
00026,790520151,0, 7986918398267630832,4CD11B319D4B00969C8947355369AEE86926C270
00026,790520152,0, 8076939479945838245,277E9B20415A24076D35E9ED760966DFFBD382F3
00026,790520153,0,-8151398421894717138,549CCA3471FB64D67BA44A18FFAB163F9A65AD40
00026,790520154,0,-3968620947493315575,7FC230BBE67698E106C9E60112C6A9FEE3B30D8C
00026,790520155,0, 7342946834840709062,6F96CE2AB4F5A9E8633110D610C3B2B928ABD1D9
00026,790520156,0, 0624017235770912981,00E2E313CD9BD89489916D43C8264F60839E0DD1
00026,790520157,0, 0703259029344273506,C6ED5781DC3728FC62868957969A624A0F83633C
00026,790520158,0, 4622118975193953003,0AD8A072C7338593FA97344904AE56096A2E5193
00026,790520159,0, 5870560115973819025,A8D0398FC1811FF4617278833B1B5F9E9EB79B15
00026,790520160,0,-1176357719507429858,3ABF42EA8E1D8C173109A5FFBB127B4559700340
00026,790520161,0, 4030391972470794829,99F998E589D64BE1002B457C17AD8AA9C8F8F795
00026,790520162,0, 0016226315233509332,DECF96FB19436E710868E190BDDCEEB69EA85ED9
00026,790520163,0,-2003425303995889606,DDFC0B7F6D2C059387AFC8247F53DDE292596D44
00026,790520164,0, 3148544743462186495,C2679C67E41250B77EDD4A62E47C531FE6929C4C
00026,790520165,0,-0708395521376297283,454D922C625743A0504817DCB2BAC70356B90CEF
00026,790520166,0,-3739334525578702607,25053C0F4C521F5875500232263B5D3343731B41
00026,790520167,0,-2922817250146029414,D0DE40374D527F95C1A85768EA01BC93A72D2C70
00026,790520168,0,-1773883468076738956,340590D84160707FF6574339D58EE77B53024984
00026,790520169,0, 7554819947310855327,3AAE6000C420661393F89AE971ABB21E4A56ECDD
00026,790520170,0,-6613084103781857382,201EC52744278997392519936336EAEC6E1188A0
00026,790520171,0, 7753697078786684436,3BF56E6568FF845502EF3D0A6AA4089C34EA4E71
00026,790520172,0,-4456977599506640285,FC7EBB6098A8D7FA01497F3A074F0BE0ED2D6642
00026,790520173,0, 6225933010641026454,DBCB6CC7B5B2E6272C7A08FFB8A902D52D9F890D
00026,790520174,0, 3112039871423832842,D0E2A8AF04C0032EFCCE8B3A98AF2E4867896081
00026,790520175,0,-6968235521393326719,7892AD02BD61D864D0D1AE3D090FCEA4A9AA4FFC
00026,790520176,0,-5346263771987555001,961F6D1CA121D21227D518915EFFD4426C0C25D8
00026,790520177,0,-6704449048300954880,DFB122DBDFE6C023F2CD137FDC74C7E19D5A33EE
00026,790520178,0,-4496172063360673676,5B75EF65EA66C346F90B00747E4D2AED47E9ADCB
00026,790520179,0,-2865554867030342638,2F697EB9C06B8FC0EC45B3931E79DA76C54338B6
00026,790520180,0,-3358368109255814242,A1ADB5543C069FF64155305DBA5B3A2DE7BA799C
00026,790520181,0, 3448620375616791376,4006C52B11850CFFE2B1EFC0F77B21AEDD37615E
00026,790520182,0,-4904677394210082565,2D0A8311B3D3969D783AC0F510D89CC8D4AE630D
00026,790520183,0,-0237674876017184909,E4226BE24E72D2105C815F28E3119330D286BCC7
00026,790520184,0,-7796797293329709818,5C7ECA879F4566D69ED7C839D0B4E17D74278EE9
00026,790520185,0,-0175224698515925995,3DE4663D925045A586C11B7295F0CB108606365E
00026,790520186,0, 8956652045553173171,95FCF50E3ED1B9431AA0F902464FA065D3932241
00026,790520187,0,-0620218441833217540,AD52BA0F6FD1F6BDD73AEE4380DCEF9F0D63B95F
00026,790520188,0, 8669725671849371851,1F1F330C8969F412ED547F1BF8FC9B57F70B619A
00026,790520189,0,-7589820106015639152,F22DA2EE19AE8D9DB7112BE1FA5FF0180C082B81
00026,790520190,0, 6196873607836276316,98845361212992F979BF1083E1F38E8B9EC9E1EB
00026,790520191,0, 1949738809995058999,EC0B0316DAAFFD7DA912D57E5BA9E908C8C5E016
00026,790520192,0, 6780814220562112941,F91025A5F24FFBB55DDB14701C83655F7EE29C92
00026,790520193,0,-1071300341685110245,9EA5B63F0B2E9882D5F08D2A044AE51CB652D814
00026,790520194,0,-0056170822729397131,B531157F379874A9DCD7E4363A833C3B03981AFC
00026,790520195,0, 8916109746813664991,B34E3D21753A9F471E50B2B798160EC53B0D17F2
00026,790520196,0,-8737734964256123467,4BD952E1B43878C5E65CF9BA6B48F103517441E2
00026,790520197,0, 5933985636848539262,E35F3475CB774F9EF83B0A9A14C730A332F82EDC
00026,790520198,0,-3872013337962276506,CE64EE599E50E086D0AB1815AEE01B600A96F74B
00026,790520199,0,-4805640546720314631,1C2817F509F5C43857AEFA8590C702F961514CA1
00026,790520200,0,-6784793778332809959,61EBB1C3C56637A0B6F681A5A6CE07FB23777497
00026,790520201,0, 4331063785933469733,88491A30EAEA2FB048255E24934B21261BADA40C
00026,790520202,0,-1444595394536682275,472C5EA888A4A181FE0146C5F15CBD81E6A437FC
00026,790520203,0,-5607655214834576154,23E65CAF68D54BB54444AECA0AC027294F664C57
00026,790520204,0,-3255850382846183158,6F6162812DEF4A0601EE2A8AFA37F6285B067D25
00026,790520205,0, 0500929759654422816,E39E894EE0C2E554D2F259B24DD353ACCE36708A
00026,790520206,0,-6133114557682352946,7280C115552E6BF2DBCC0886874F8561AA85CE51
00026,790520207,0,-4545046115641868994,8C81B7E15B16EFEA9BA5729E0FA1BF9ADAA196D0
00026,790520208,0, 6152241363645875356,6BB97118A6E4302969FC20F9CB342BE8F288F226
00026,790520209,0, 3274573751523526729,3F5F7214DE5D2678917042D2375B2679EF73C5CA
00026,790520210,0, 1494025490208986160,02F289E178164144CD85D57419ADA2BE9BC6EC5D
00026,790520211,0, 3944274981076149269,7DDE63859585EF4A53C4A1227A4B9BC0752811F3
00026,790520212,0, 7368529698249551663,6289786E678BC67FBE5E77F926CBA218EF33C62A
00026,790520213,0, 2702232843864469125,0ED416C273D9AC47EA4BDEAC0B5504BD942121B4
00026,790520214,0,-5875614015633866365,095A31143054CFE9E95367E3F270D2CBD917CCA1
00026,790520215,0,-6821634032027457626,AA6E6B00A745066F23EAFF0E4069EBE815FCD7FD
00026,790520216,0, 4938142021089989094,C0845429A77146E51D4E71ADC874C8066166D9B5
00026,790520217,0,-8312075814176160478,D7C3972BA52A8AF275E11E551DE9F7319AE946BB
00026,790520218,0, 6818672506265510176,FA9043C1DFB6E06968D502C5A432A25474A07B82
00026,790520219,0, 4617148361962858810,D34F8D41453BBF82609E73E50E71ACA2F86D38B3
00026,790520220,0, 3753725150307674098,F6D35C99C6FA7291279FC182C9DE234BD6FD9366
00026,790520221,0,-7207204979202323950,F31D570F279B16C7413A01459D5E0B8C6799D174
00026,790520222,0,-7114913179498790918,665663069BA3E4E676727327BC7A6B745F096111
00026,790520223,0, 2170838394839014068,20D66D9CB80866D1B14EFAA98ED9A2998AD6411D
00026,790520224,0, 2454290133057639373,F876769B37A15F03E904DED9A0372FD0B3E20AB7
00026,790520225,0,-0846623079691132273,F42A2545C81EC833D95E53217A78F1544F925A39
00026,790520226,0, 1542546688455219273,CD2D6262C7290D2E421F147775407CB1B38D430A
00026,790520227,0, 7911439916159309817,0509A66D55F20BC6113706B15655B966182FBEA3
00026,790520228,0,-6693360190802027650,933F9006FBB6812037CACD3B2BA72DB379C9235F
00026,790520229,0,-6780489470709742114,0F9B39CC8422009628EF3FE8C1D81EF61BF6178D
00026,790520230,0,-1445621381357775852,1B25A5E6E53F72F38FDA79C75A9D218D3C0BA2F4
00026,790520231,0,-3584284413815323815,A781983B0B09E1A36F61B591F0C4F420443D7E4D
00026,790520232,0,-0057636750242694474,D9E7DBF80BED70F5C9B34C9102780A74A30CE127
00026,790520233,0, 7646868605499670934,72C2E725D7FABBE0E3D7779C3470BE0F89EC94E9
00026,790520234,0,-5041374956005355794,FBCAA5DE141421385B3ED1D8768BDAC76294AAB0
00026,790520235,0, 4858069719211404118,ECDCC64405B7043E59C297CE516157FF1E1DD405
00026,790520236,0, 6476151025108956781,5B5C86AEF99E724E89BBB9A6BF7692A2D9651EF5
00026,790520237,0, 8662529524414804850,C3B0B2E7CB7161E71200834D5BC03433DFEE0FF3
00026,790520238,0, 8676540360722295288,59EEC26B9BE4F074E3962B822739B1FD5382EB7B
00026,790520239,0,-2717979570378380677,6717CEB57A18785B025F149306001270C4D94338
00026,790520240,0, 5724984381249491219,62310CCC44A365DE013765A5C901DBFA802E83D0
00026,790520241,0,-0840574916732448994,0D5A4A92E389CD7494B4AFFDE1D1CAAEF9056CC7
00026,790520242,0, 1650434559232067783,CA1B9D20A29790C3E11D6CF0A848F6F28D16C22F
00026,790520243,0, 7805068765199023687,310525A314F1BBBF22E57E13868DC1853D7C2D68
00026,790520244,0,-5038097002258887237,41DA9DCAA83856EE2D7816B31CEFDAFDD99B0330
00026,790520245,0, 5428075794414119472,6EF5EB8E81C9F992891DD26588145032F3F2B50F
00026,790520246,0, 8216832577470701163,03E1171B898EDD79AF170E23C5C82CDD1EF4950F
00026,790520247,0, 6373917197612114107,3ABA84FE2FC4550F1A8303CFBA912872C7DD8F70
00026,790520248,0, 3296207355319411178,95D3D562A7681FD5A9260EE5F8D412E859A87E4E
00026,790520249,0, 1644101935483857957,698391B070527665B35E45EF7B1106DA7F529A46
00026,790520250,0,-4524780623274825454,F7277C92D871693C6972966D7373E02FDC01CEFC
00026,790520251,0,-4082336709825009626,A4ECB19EC3EC6F048D396C07E507608D654E1D45
00026,790520252,0,-4288432327155557129,0B3F8B1912E125784FD35C088DF0EA6A6ED8984C
00026,790520253,0,-0475897698835942584,1E239EAF4B7FD3F300EF1BB0896D5383E3EF3D2B
00026,790520254,0,-0198579111303740347,E529377C1BE398231DA78920139DB1E0480DD67F
00026,790520255,0, 3872921528004953098,5FC6E6365D3FEE837E18D0BB93EF73BE50E14B0A
00026,790520256,0, 4447648225013447959,139FD0201166FE92799BF9756338B67C02A5593C
00026,790520257,0, 2271015642518488708,7B0C3E5D0C8F35FF63AF3C5E514F770D4B13A494
00026,790520258,0, 6074704936081009552,399788FE214A621AA52A746CF403E7CA7714CA60
