510626,0, 5139437773928070602,2BC3739B4A6DAAE962DBA195CE0AADF84F6EAE25
00026,790510664,0, 0474947793732288324,2CC9EAA12FC64BD3846970866236B5FBD0E84A2E
00026,790510665,0,-7730016230690522378,23DA55C90E6C60AE527ABD64A32F31F485860FDC
00026,790510666,0,-5459825347382935358,1AB5A00EBA5895781F1F68D990BFF38021DCCCA6
00026,790510667,0, 4401544066997559443,68CCCA1B24F8DA9606D557CFB5E5A863093905BA
00026,790510668,0, 1369758429415991023,6BF1712DEFDE630D5C386D760309E96861247A06
00026,790510669,0, 7884082647136535614,5286E4AB2AE4F340A674B2B439F6FBA298E1CFFB
00026,790510670,0, 1755660134088532739,AA7CBD636562EB95B898DFFCAD8A4CCC14A09EBA
00026,790510671,0,-6772148726966087779,B44D52862C6AD3A7BA9A422C54EA6AA7A23172CC
00026,790510672,0, 7005259515161943308,634B764711FC05D3F7ABAA8E4356D11B517CA580
00026,790510673,0,-4387062220471701554,4752D675C399B61C9F7F10501FEAD5504C170DC8
00026,790510674,0, 8531512794294672358,5B665A5E5B3791C3ECCA32327272DA23637DB9D8
00026,790510675,0,-7352551926172239294,6961F5EFE3116F0BCF6824CE2DAA3CFC69CA0738
00026,790510676,0, 5628591273170094840,1D2E26E559033E3F636B6CF15F735D057AD50962
00026,790510677,0,-0314754619189079402,0FD1A3A80FDC75E33059ED83857B3671BC6DC166
00026,790510678,0,-5987563125652820256,580DE82DBA3A48752635AA9E0B8CC43F77C9F897
00026,790510679,0, 6943485469190973650,2D3608772C1112593837C9009347927520917F12
00026,790510680,0,-7191850343142906150,09EB2C13D66BC5BAFFED4B2316B7C60E63713D13
00026,790510681,0, 4246301248081586182,67416FC62115CA637CCDA91640D43AC148777DC4
00026,790510682,0,-0708244624352753087,941E0644CA8C8F424D4DF1627B7720575DD3537A
00026,790510683,0,-1358250962650190053,3B339C0A7C9C74C4DA672E20822BB6E7064242BC
00026,790510684,0,-0569509690392860183,E16103BD61CE09241768D24879D71DDE6229D36A
00026,790510685,0,-4309337056179429281,2BF0496E1E0BB4EAAD2DED84DEE22744E00EC00B
00026,790510686,0, 3666249960068051152,C7A0D5D03ED6AC54780AE548D242CECCCF133225
00026,790510687,0, 1356994107420661417,E6861AECA70E31F9D593A09E19FE2D967E4591DA
00026,790510688,0,-6226967718560643061,FB8923AAA0FA3FC9060A82DF97871D613C65C6A2
00026,790510689,0,-7737967984276625545,E0B0D5B7200839B2DF1D3833AF17A64511EB131A
00026,790510690,0, 6355810518545282164,EF5B6C24636F18BB3A082195F69EACCA05DFFC23
00026,790510691,0,-4676298118761547860,89A83ED00F00B5DFB776C47034A1BA304C723DDB
00026,790510692,0,-6856435744679177080,4DA39B48E2D15E6942FE30501F9320642D32EA14
00026,790510693,0,-3756417236515949526,99903117CD6F18E6E5A3501377F5E534278106BF
00026,790510694,0, 7823149315888567386,E8056406ECFB4307BEEA932051096438E1F07303
00026,790510695,0, 1938599345289454477,751D720C3D696AF4CBBDFB61CF50B4C48D5D947C
00026,790510696,0,-0075892936126811321,C702D3F75ED4064CE1604A6CED5C5DE29FF6FF78
00026,790510697,0, 8979851725240652172,42C46F5782614363453BD46B880FE4802D4F12A7
00026,790510698,0, 0136591349857632601,AB30DE5B458A36A22D5BFA629BE16554B3E86640
00026,790510699,0,-5513705843066817625,4AE9C2D4CC1182A7E560BB156CDB6242E5059967
00026,790510700,0, 1230521663779995940,C8CEE809C1F6359CA0D6029904C7FE72A8A654F8
00026,790510701,0, 9137166527154848586,461A48578BD9D271400C68D0D16EA92EEF952081
00026,790510702,0,-5709280664179828664,70E7DD679DA20B917F6AA373081505A906116007
00026,790510703,0,-5179216945264158689,3AA011D3F49825B9F401152E7587B9F707E28241
00026,790510704,0,-1808303164337270848,3021A2A3B5CF4A1E41E74159A8F95A6BBC9FBDB8
00026,790510705,0, 3015475908113276843,55152AEF955DD6357177FCD6F7F53BE30CE0D648
00026,790510706,0,-6218687170118124359,B7AC64302BC0D33396738063637DE5BBC1AC3859
00026,790510707,0,-2796590277115842497,531C0AA88CDC134A070066F2DEAE46B6B5F70FA7
00026,790510708,0, 4989106742377045266,0917B173F3FF167026FCD5D3AF062F726EB5601B
00026,790510709,0, 0622475586868064064,1785232C13353BE7ABEB57E1A9CBA7C2CF1E39F0
00026,790510710,0, 5127341026519180022,B7E99BFD5CF6E6D959BEEF18AE3B011F495D2BFE
00026,790510711,0, 8701164171456493594,8B03083EACA849D85A9BDE4DDA6ED37957636FF1
00026,790510712,0, 5954395738270272413,4C3B40C3431551C98D2BA1D9F66959AAB6663314
00026,790510713,0,-1665148131549891612,DBCE7385D593565BE94075A6D1AAB6CFEAC1FE68
00026,790510714,0, 1727883197436510894,F1DB3A749986F1A074CA0E92ADD56B122169331A
00026,790510715,0, 2910100230478944421,9D4D0DD9971E6AA9D4B13C8ECE7880ECB3F1AABB
00026,790510716,0,-6424974071942432850,DD4ECA73C873B63BA5B0A94C55CE0999643B3A6A
00026,790510717,0, 3263851415230280671,0A78733436A7F9094925E2160F4F332A992F585B
00026,790510718,0, 1318720736988809506,0280BCB301070C764BD3EC93E36EDB9A4562D39E
00026,790510719,0, 6103182069380542119,1577940177EB7C14414BA4F799E262D03EE5FE7A
00026,790510720,0, 2075443835643926445,06257AF180E0561B8E36C88C0CC459F34AFB6579
00026,790510721,0, 5741019861124288004,4ABF8F077E74E110587045A789218469881CA39F
00026,790510722,0, 8642280710777855152,B2B05721B68E572D2AA4BB1774A6431EA51DBE49
00026,790510723,0, 1785689537241222639,EBD623C52B1378BA150D47F550E52AFF852CF874
00026,790510724,0, 0341803084265237580,BC0E2289A938984F3F145DC957EE85FBC4F77984
00026,790510725,0,-3690124566171987571,FF1499F7778C6D840716C3AADD7A28C2AEE1C4FE
00026,790510726,0, 0374838673850302658,98B1215852CAF687634CA3C89854102A8EF7F2CE
00026,790510727,0, 2566789666014336207,33DFB8460EAA737F9CCBCAF7F70BBA9E1F7A583D
00026,790510728,0, 6864565999374320471,BF990494E00200F776AAF095C63A7ADD100E2486
00026,790510729,0,-8035956157902252550,1775C37DA50070CC8E51C237F0951E5356CEF3EB
00026,790510730,0, 0832176282535616927,2CD7D7D29FE8C040226CBE6A319CEEAB28666D40
00026,790510731,0, 8901785909975609037,7835A31E98EBFDE1F1CB8DA0604BEB574244DD74
00026,790510732,0,-2250506511432865856,6A008720A7FC84073093F426121040EA785391C7
00026,790510733,0,-6180893259351736384,F9666E840F76EFEBB26A02F2F7A19B96AFE3B195
00026,790510734,0, 3071759151557770879,B913E00A24CB73F4B58754C9A03CF25F91FFFA8D
00026,790510735,0,-1441850553021298384,1FF66F6D0E875BD63FE4EA1431D2DF02711268BE
00026,790510736,0, 6145610868372606645,DD389A3D4C6BE668585780E089007EB53AB73AFC
00026,790510737,0, 2839771806479577317,815F0DD22A8243A2C043CC05B34639AC80BACE85
00026,790510738,0,-2233685883937888016,61FD06EB6A06C392AE92D3196F2EF2B4C93A7CA7
00026,790510739,0, 2047091696962263449,7C4A2B9AF6D67426CDFB9505929C09990165C387
00026,790510740,0,-8196571381675113000,C6486FFA5621581007E14F77E8D6E11E974BEA96
00026,790510741,0, 8313167426594917577,F201B304032C97B5980A2A7DD312B03A2C5F3874
00026,790510742,0, 1045032347751823132,7CD2E1A4299FB24B28317070FDF7F433ADC852FB
00026,790510743,0,-4280500721008665895,B20893467D8C8E2A23A4AE4ADBE8C63595B31B45
00026,790510744,0,-8029030181996652502,DBE62599791E416CBAE7251EF1D8D3F92B3B1B0E
00026,790510745,0, 5739301720612708219,65D060FDB0ADEC835D235A8FC0FD591390AEE515
00026,790510746,0, 4825212607702060401,489C81418921C02A5EA528BF08EB2C5DDA139224
00026,790510747,0, 5999790917105430434,DDECCC94328B6E16DAC6FE271070F61CAEAC130D
00026,790510748,0,-5050971512128789947,DB98530701564106E3AB9152FCCEB298E0643F2E
00026,790510749,0, 7269824459070463693,885F9A612B02FD467D8D588F042D1FDBF43D9340
00026,790510750,0,-4502860292306593866,517868329C20D1799566E5D59374F979234BD8F1
00026,790510751,0, 3582484972566964913,D1358D9D6A6784FF63A8496190607C115EB57C60
00026,790510752,0, 7611414059526738156,92C3F541D8FEFBB82F110AD06EC768D991A93A8B
00026,790510753,0, 3124978666459247308,F45726202537E5E657D27999FF4B41E9FF01A7C5
00026,790510754,0,-2805513620715443560,BE802309358809A543DA3FFFD24C7B6AC91924C6
00026,790510755,0, 0525672211369689820,E7CB243498D422158A38D38754C9B524FE052E0B
00026,790510756,0, 2334894878659559306,9496F7734113018BBD0992A6CFF4770DA70F7A68
00026,790510757,0,-1523702677844334678,BC96A7B5F907D16517C0D71BAC9F2EE55DA72650
00026,790510758,0, 5308478741638303611,12673F5C07AB9817C0023E4D70E56A685D3FF25F
00026,790510759,0, 8430925154752547545,4B5AD84675DE9B8BD46B8C8AC64AB43922E6CAA3
00026,790510760,0, 7131190923597627134,2915818132E779FE982838DBF9E76E29052B0F3D
00026,790510761,0,-0207381543251522556,04FF7CF6BC015094DD5AB0495039AF0FDE190A27
00026,790510762,0,-7353848633932576136,B5951E99EF9D3327260DE4450FC053C853AA97F1
00026,790510763,0, 7005756740831782150,E511FBD5CD7F8E673764360A9C758CCAD39CB8FF
00026,790510764,0, 6733839242489810314,7E52EA11D3301548B8E4A46079D3AF05DB99F9DB
00026,790510765,0,-3476317536521924707,E9B61A4FDD6B76534CA22536F2D53A52467A76C2
00026,790510766,0, 1577606091239645430,926ACD6F137FBF4070534CA27F8AFF0A4594414E
00026,790510767,0, 6153034066977015719,33E736B9E2BA300B490D45490E94382056F9A9AA
00026,790510768,0,-1248796719478317995,FD113752299417DFF23F9A720C1C1A66550053EB
00026,790510769,0, 1970419194395214548,E77855CE00B17994C4A1CB77F03D6AFAF548AD40
00026,790510770,0,-8018305869219900455,D16239BCEF671A42C1403BCEBA7EA7FEE17DC209
00026,790510771,0, 7625071063752401656,8FAA1ADC4D371B0E83EF243DDE22A4BF490E1718
00026,790510772,0,-7705930583755058776,2BF21745872FC2B4433765E61FC2B0DB3D4BD6DA
00026,790510773,0,-7017928997191770351,0D753C96D65BB85D03645CB5A8B86D376ACBB9F2
00026,790510774,0,-6961338550879329660,3E16116B95A5EBB613B483BDD6AB1CE2C58EB9E0
00026,790510775,0,-6915417920597074837,0DAF5D25105C734F1A9865906A3B04220EA4EFF2
00026,790510776,0, 7854483058098074962,B30083F2E28A0314ADFA92108B6B20C63C936722
00026,790510777,0, 7986524011862450217,2CBD6EE2E18FFEA65D5492FA43328B21A5E459B2
00026,790510778,0, 2949558301931366237,5F8A54F908D0369F0A6E5FF43B8D81E9855B917A
00026,790510779,0, 8191013935882685984,3C3EE2B28CF20EAE95BE822C00D40C7B63C3F9CC
00026,790510780,0, 3224510092761204761,71D8DBC44FFF0177936AA1E2C0BE31B382A02FBA
00026,790510781,0,-8084149549526557283,57CBA177566FF86D85D9130A84FB5087622DA242
00026,790510782,0, 5518955638990942947,1D97C4C8FE291019819CEF908385FE18DB6C3244
00026,790510783,0, 0933718394828432414,BA2B71DE79031292FE591D025859015D04AC9C67
00026,790510784,0, 5567373959453578082,0CE31AD4A9F3F6DCCE53A6888D55F359D1E02632
00026,790510785,0,-7380564020595199110,03DC8ADB0C57ACEED553B049D483CD393E7F70F1
00026,790510786,0, 8587713463593320004,79A37752F6E68E6F2D10F26175A01D6A70552B49
00026,790510787,0,-1935547588188913603,CA3267E0FD75884CD0AD1D12D3CA0DD38990A12F
00026,790510788,0,-0633603328932197000,DAFA7F4A1A334668113FACDA9AAAAC9FF1AA456C
00026,790510789,0,-1904828780617591801,4FEFE5D87A18AA6510B89E63E97002BCA92F3AD9
00026,790510790,0,-2264058327153566507,1ECEDA7EA7BBA141650577537557CB0E52348655
00026,790510791,0,-5627153034094192479,502BEF5B3CBF0E5D7A3661A8179AA512BFCCCBE4
00026,790510792,0, 3873693104800678579,87E7A4E5CFA9A58FE1C93C6862BA0DEBA17242EF
00026,790510793,0, 6383687327816438930,91CEE3E7065BC981AFABA5056673CD56FE9B9A37
00026,790510794,0,-8942148778367043048,ED067340DF6DF29A5EA24F4E22299F23E33EC453
00026,790510795,0,-6866740100383489964,DCF03B3AC3B5324C3AA6D694EAA3C0CF8246631B
00026,790510796,0,-3404195694094001651,CB7071CD54C1F1647B1DE9C756015F5AAC5C291E
00026,790510797,0, 5859274421697316570,ED7A5393A51581AA93A07D7452AF638A199061F8
00026,790510798,0,-5133028991237754740,DFD19F7F2929F395BDA2F825EB9C6AE16F7583C9
00026,790510799,0,-1613889893955971828,D60887FDABBD2A70F59A039A19DA198413194266
00026,790510800,0,-5869343341591037986,6013E7B27D47C11A3D491D4BD6667828C22B300C
00026,790510801,0,-4393732285082309637,3B415994CE8473D4B6A52C24E6C52FB36BE98F5B
00026,790510802,0,-5350882126679198038,395AE5302090D24C9509C168E18E54824D1C4F22
00026,790510803,0, 8347300929868054731,89E89E7EBE9A3E813A70CB4F583DC2AA96773545
00026,790510804,0,-3104889986908686951,164B842F0418983BC79D2B8EBE1C493C648ACFD0
00026,790510805,0,-1963128756474060255,79053ED0211643AADAE3C9C21FA2301388746A62
00026,790510806,0, 5622617698484795539,833A4E1EF9257CD25FDFEBEA65CC249B280B6B2F
00026,790510807,0,-3979815280946816622,77B227B5AB7D91BED7533DCDD276E3A3125C4517
00026,790510808,0,-5168711434873426217,87B2C8CC94939EB5977A3C7D676FC7E257F2EADB
00026,790510809,0, 3090577419759435762,EC9456957FB8E64520EF227EB437C219495F4A20
00026,790510810,0, 1978747335654212967,EA32F381370A55E750AA55001804CF74CAE1E9FA
00026,790510811,0, 2765336523580695962,B145DB5758A618BABBE15090C8EBD53A9A3DC252
00026,790510812,0,-2656349459200467323,A3AE12E52E52603E9DB6187064B1AD10CCC1E001
00026,790510813,0,-9194120868749892729,0CF29D55EA1F687E176DF34AE723BBBB03812B41
00026,790510814,0, 2565307399521767872,AA97D759A5F75540C1B1F311C2F5FD1B58D02873
00026,790510815,0, 6672840137259836037,8E4C98DD89B49E7D6FBD53E8F42274AAE1E993DB
00026,790510816,0, 5690712261717893682,BF238C9610B65404F11D78914424D58D1E81E15D
00026,790510817,0, 5082892733493088590,FC3926725BA852152B4AE85A9DC050CF6023D52F
00026,790510818,0,-0622440484205522004,EB34E978FEB7F740E67279E4281D627D22C4AB28
00026,790510819,0, 5342102493419267090,8FD47B70779E05E68596E697851B061649637CB6
00026,790510820,0,-8397366238534950516,BBE87EA6A339B1EFA7324AC7FD8ED36CBF13FF6D
00026,790510821,0, 1999800977985151718,DC2688C8FA0FFAA37AC7A7268D06DAF287092141
00026,790510822,0, 4026891678280487130,21C9D7A8A150614403EB35D31A95E4033A9D7268
00026,790510823,0, 0806019413982673926,3F8CA020C32FCD546A8E8B7F86452940FC4F8A99
00026,790510824,0, 2063249538620542773,005524703311AF4695F6E9695D02CF78D916D98E
00026,790510825,0,-0763180629206644787,F18D9F759302CB52B1E6E01C49C022DF6D8BE077
00026,790510826,0, 4679124673444660331,70874064736010DC77F4747F32EEDB86D26875D2
00026,790510827,0,-7916261659272980106,BD2EDED3D7626464291DBF0DCB9668334F6FE2B8
00026,790510828,0, 4565480334326917864,B996E5C34BE72ED234108145C1EA334E87AFE53A
00026,790510829,0,-2359484255587920499,0CCD156A4E1FE0E5BCE837D73F7979A9C5AAD1C3
00026,790510830,0,-8199855639114704351,84B2A56FA2CC217A55CF294440519B9C7FC0AEC0
00026,790510831,0, 5327003959464927931,DE6223DF88B7CDC5332E38D19CB434DF2F7BD38A
00026,790510832,0, 0006363869671699058,F743D152DE8A995726B6B04127B2CB96BF16F095
00026,790510833,0, 2219241782070370694,38D9506F5B5FDFD8F68CD0ACE6ACEBC858444AD6
00026,790510834,0, 8228576542599898000,35468DC2797297D6A399747D90CD9FC44B60245C
00026,790510835,0,-2732772264098641338,824B75839C778DC835B6267A78A342B6A7A62971
00026,790510836,0,-2625276929201730709,7A43B1982440AA69EC1DB8E6485C97086527E72C
00026,790510837,0,-7114210172621717679,7CAFD19ED94156ED1725F04C405EDB733C1E5343
00026,790510838,0, 4389684989934570133,200DAFF9C85BFAC70B3F8251BA10BF8F824B7ED0
00026,790510839,0, 3649991724459068787,5CBA505991F1AA06F75E3204532A9ACECF433107
00026,790510840,0,-2755079321528792841,4CF6C5C2A75C452F028CA3886BA5AC7F2C3E191A
00026,790510841,0, 6986899909803210518,CA6AA90D7A429B11C6523E6E4AEE434C84710E88
00026,790510842,0,-3729406532802139102,D7F039D34AA1A1B6294297277E96A03666873D9C
00026,790510843,0, 6844675896277149976,7DC3B6AF11DF9AB2182B227ECF1C30C8FD1E5990
00026,790510844,0,-2191382815054950821,D614CBB7F441785BB9B14FC39BAF932C1C73BE64
00026,790510845,0, 2678118775969600280,AC51E1F87B700CF9FF245958D07C350A1AFF9F2D
00026,790510846,0, 0771061383786412591,7A4FD1FF816F40F4D245B2E7CDD5C701A4E44A99
00026,790510847,0, 4667197844448948258,FD5A0E6071E707FE3B720142458A21526ACB43E3
00026,790510848,0,-3387273205504271523,B1CB012EA17FBE70552B703C63D6224247AFF1D7
00026,790510849,0,-2170536041448735679,FC20718FA41B25DA4C921D0D6106DA188BAA6763
00026,790510850,0, 5775425098282231553,F11D85001EB323B0D2DF38CE6E5E2AF3D754BA3A
00026,790510851,0, 0387769837063560112,80DE565D3E95A8DAA994D940C7FF2896B7CCB1EA
00026,790510852,0, 5254039045095361280,BEBA845D6CD2601FCBE5CF311683CB3402BF601A
00026,790510853,0,-6859363660255971348,AB76966B5FD43E65A5962B1BAF56B811220D3B94
00026,790510854,0, 7999509630156867971,5A48D0BB9C3E4DD84BD6362B43FD49A99314A255
00026,790510855,0,-7388997071778650970,27317C7E7ED40C0FDC92ABC94ACC7188108D2C8E
00026,790510856,0, 7128248419861349137,997A9506210664559D91FD73C9F0F22F8186CD13
00026,790510857,0, 1979224440134590703,5EEC986680BAF3BA8C6A785B30DFE629C83E7109
00026,790510858,0, 1313323660920948264,9ED11B30AEF308717B8774780EDA5AF630E0B49A
00026,790510859,0, 7203660907536469033,D7DF7BF2D398CFA30D5C692B6F25691B442A44B3
00026,790510860,0,-5583401491243832831,B20895D0D15565853014C607BB3DE01652C06618
00026,790510861,0, 2491107944038487986,4554E32D01B089E66B7726ECD1FE746D1B979B68
00026,790510862,0, 6496214917492942816,10DB41C2B0256238CAFB68005A26014D0C64F6E5
00026,790510863,0,-7379130107488196319,7600A03ABA1D513235FB687BC5FF870FC6752EC2
00026,790510864,0,-7743512892246372482,110E91803449D17BAD03A35756CE8BF7CC4F8A5A
00026,790510865,0, 8518781759011343623,C6306E27E2F8147F756F5A0A087E0000E63FC7F6
00026,790510866,0, 7679075678997474881,8C96BD1CCEDC8408D0326E749CFD2BB0FFA7F407
00026,790510867,0, 2744447956772088333,70F92B47BFC325934D5D327BC6D6FE6BCB5E70DE
00026,790510868,0,-3537255319602148164,B18982C1B8F14262C272058DE2B5FEE737FBCF57
00026,790510869,0, 8581971353298257788,4182B27E02838F678B334D1D510722A42FAFC926
00026,790510870,0, 6988559719380757899,AB5BAF2B747B6201986C2D0417E0CCA7DFAD1620
00026,790510871,0, 6841805406326399788,A00825A47AD880C27007F61733EAE0310D78278B
00026,790510872,0,-5842541612116202303,D9E1F8FBA6422110F49BF4FE89F948440B456046
00026,790510873,0, 0171613617110909713,2B6A2377E3BB20A6329037CD77545B4A940F1816
00026,790510874,0, 3654800355867789263,50D7D7109898A692AF95608D10555621DD3C668E
00026,790510875,0,-5692048324105281413,C55553C5DF985263CC30190BD1C779A8572FA7F6
00026,790510876,0,-8536391589133914828,F55B18D09738DD69DE05EF0D1504219F6504FE61
00026,790510877,0,-8709496876040191182,638F49911237E2A6B0D6FC3A99B3C6DFA1ECC90B
00026,790510878,0, 7000533081867580696,D80B634A9C85BC76DC264F5343AD60ED37BDFF30
00026,790510879,0,-7375218748122611291,150DA4B789879BBDB47D245D4E9FAF94815A58A1
00026,790510880,0, 0439929843512803090,03559216B8DE664115A551A03EAA1DC9B6B51F8E
00026,790510881,0, 2193263771162427649,296782D7D9AB3B1F1F4C391DD2DCAA8FF89A383E
00026,790510882,0,-1256681822554711407,45D8CA628A027FD4E1371B049C6C3E340A9CBBA1
00026,790510883,0,-6238993273495313574,9B491B78422EBC8DBE7AD4C9101BA33D4223A2E4
00026,790510884,0,-4831508374919629193,1F0B8B52002F0553D4946CCFB46B4C8486773C0F
00026,790510885,0,-8227447866372171519,FB0F8E02C1AD31C242CAA65E95D28BB9167813E6
00026,790510886,0, 4647034236017161814,0DE6AB9EBF6B6474088BBA5AB2BBCCD75AB13DE0
00026,790510887,0,-5441819448258286530,8EC5B80A53A7CD701A0A6A21F165FA7B21CBD5DD
00026,790510888,0,-4094792651197590903,5B34B0B7A3293D6F1FD853B390143F548F0406B3
00026,790510889,0,-3757330099510632412,9ED306E387F276A29D43F59BFA065F4A199284B7
00026,790510890,0,-5204567028676599582,7608260D14F387197C1388AD50010FC935277397
00026,790510891,0, 2526606125330598106,548BDA6C579E6D7F997DAE16A3EA3A4327729CA5
00026,790510892,0,-9036647712602846539,3010896E4800F4A216CEE34E2E24CC65123BA04B
00026,790510893,0,-7312601487096778477,9ACE165FCCE3848D07A9393E5D92A4DD5E7D5CBB
00026,790510894,0, 5674666314448124719,756B09DE24C2B91E859228A67CE403BD1D11EE19
00026,790510895,0,-0095360016770718664,4E3311FD3055918EC5376A9A6DF0AAE72A0BF8C5
00026,790510896,0, 6917657031938147034,3FB9A2ED698A78A24EB588D0470B69134B34D861
00026,790510897,0, 0463781329836818722,BAF94AA29C3BD7631B738697E4455FD7E56EF649
00026,790510898,0, 4061666135177324503,5A29B11EB4F74170B097AADF0432CFBE6A43567A
00026,790510899,0,-2139324880775981753,B23AD425E750BCD9CB9E5492F26CFD783F97B964
00026,790510900,0, 3577785607909772568,9BFA049BD2E70D2C510A3CC39EC09DA7A9E58C2B
00026,790510901,0, 9204450584997047373,07AF84B7B7EA7DFD9E49A093353D3BF573E36E46
00026,790510902,0, 4019922324235588017,D90B6184A75F63656FCB5EDB1954B6BD117BCBAD
00026,790510903,0,-1230621926051578834,048BCDDEBDFAC0634A7F41135FAA1E62FE9899F9
00026,790510904,0, 1449870146222537174,DCB65815436E0C397CAADE7F64B0087D21A04B25
00026,790510905,0, 7461502329845954185,13084757C2B1AD76192E00DD670227C7CC863F97
00026,790510906,0, 1911666855045605702,2C3966B8390C3F430789B41D8116E4DED1C97187
00026,790510907,0,-6618843228599224801,3C37F3562F6D15EAC9E51BF1EC47F517CA3C22F1
00026,790510908,0,-5593595934026013679,46625CCEAFBDAE861460D46416F54587102384BB
00026,790510909,0, 6544076658300570918,7F60D36346BD1B8C5E1B47774A0DF12B9D85A4F6
00026,790510910,0, 3301369206625665969,8B81EE80C50AA564A337D638F8591260AE1167E9
00026,790510911,0,-5524537483673002914,B52CC388C08F23D554217F293704B847841EE5BB
00026,790510912,0,-8566172142407451454,FD086FB644E8040C14C86577B53D477FE1E1DD1D
00026,790510913,0, 6069531432046804718,D8E0ADABB042121340E11FC19607D3CB0B73500B
00026,790510914,0,-9020856669187121077,D79514B411B48E8237E74B51E7C52215C2FF909C
00026,790510915,0, 9175994007109168355,2E094C4B6B84D2942B99F0A66AB99B4FA794404B
00026,790510916,0,-6870570875586372372,D5E6CA7D828E7C835A51AC1B0ECC68832D84B6DD
00026,790510917,0, 6194023935047234962,DF9B70C308E9ED88F419BEFE8548DBEB1923B7F4
00026,790510918,0,-3025213343813201558,D15AD8DAE3E42426C5585DECA7BC8606952D8674
00026,790510919,0, 3390269813266684238,3B2D073E9BE0056276788BD1466CAD26AC4FFB51
00026,790510920,0, 5895580294846866624,63EC917736C58E2317A19D0F63569BA65E54B991
00026,790510921,0,-5260457104749459279,F5CC66926AB013B9B1BD840E7B0BEDADAC272677
00026,790510922,0,-8844909783024849754,6E52805EEB297EE778457B691232B3E0D29D8E73
00026,790510923,0, 9074233047716174786,7FB5FA2A50008E06285F37375B910F538A227419
00026,790510924,0, 2406379718489892877,A7483C0A61F45D8763D483D015A3FB211C5CD8C2
00026,790510925,0,-4733523937677954698,65156600E4F48E5D6A50F768FE717C8BF0B049B6
