90605629,0, 6744447939263744559,7016780940E555F90A8629F24FFD9E6051386F4D
00026,790605688,0,-8640722335191487950,91EF4703AA972E6FF9DDA52D089A3CBA694E910A
00026,790605689,0,-4709587943790392563,0F78C3F5165FBC662DAAF575B83A1D7A6AAE3995
00026,790605690,0,-5222505614415017112,14806C1259EDE2CFF35512597D93438028D11E40
00026,790605691,0,-4790197904890762385,66CF029C86F5C1793AB6A85C4718858E7AC8F2D7
00026,790605692,0,-1971318242565186952,22E89A3683487ADCD0A38C2144388EE3EAF7F187
00026,790605693,0,-1948896588292429438,9AA1737B97E6990A6BE810C6789F71A522C6C3AE
00026,790605694,0, 2767473785838602428,6949DBE5C665DD5946BD798E812CA8FB95FE5D11
00026,790605695,0,-1018361790094265744,2292116C3DDE5AB6C9402BD1F234F3A6261054AA
00026,790605696,0,-8587661691073177782,8479FA694B7E7B416ECCDD4D5AF699741288B039
00026,790605697,0,-4843879752134574079,CE075073EB666F4802898E7F8A5A1F87E055B09C
00026,790605698,0,-7746262092632384120,E1A1C81814DB49680E2DBA8C1A9F36021DF99158
00026,790605699,0,-3713134830340121611,21D3AE55E4751ECED8635F95D8D8F306E23A499E
00026,790605700,0,-1953627195644636163,9CC1A98F91400C19D3AB5E80DB25DE40B09B2AC1
00026,790605701,0, 1673956434186980109,5453BE3391C3CD718ABF0067EA4EAE3D3D623700
00026,790605702,0,-1066688343095666599,88800BF8F4FA1D77ECCAD0976FB67AD396967167
00026,790605703,0,-5674330234148753127,F780C83A626700D798687C964DA9057795FC939A
00026,790605704,0, 7486919702296988697,6E226B8D97E0592217908BCD9A16CF5E604E34F9
00026,790605705,0,-2566465299271813489,FF21D2F18C8BB7CB5E40A36CF196CAADF105FAC2
00026,790605706,0, 2549369312236572823,A9C18B6E8430237F6848EDDFAF0FC36D190D1F52
00026,790605707,0, 4237077359539348121,AE2CDBDE7B74AC317C74D16948F06CF11888832C
00026,790605708,0, 0295427314966558432,06BE73841AA7B3E47169E390A9EB55205A1B4DE5
00026,790605709,0,-3246764993007964184,32014C5BF2EC5200B5ADFCAD64D02F6BE7AA0D9F
00026,790605710,0, 7495308625996445726,C2A36A243AB264CF2729D355CE2302886CC11188
00026,790605711,0,-6298718632280642507,AF92778D4B304DD0B1F9D8D83B4EB34A4B0BEE88
00026,790605712,0,-1862108686838606690,6AF24BFBFF5872DF42ABABE2D926C83B9F16F7C9
00026,790605713,0, 6452493796917137153,F8D78ECA28FAE87FA5272775AA33D892C361C4F3
00026,790605714,0, 1685539312329811371,36E7D063E8F6EEB603CCEBC16E7B41DC5F65DB7F
00026,790605715,0,-6278483466310236321,9563A9DAD0975DCA40A304EF6C71669EA4BECBA7
00026,790605716,0,-4605930252552307673,046248849BB675425E37B8A3E667CE89719A53AC
00026,790605717,0, 6507772977277395980,0507B316993E4A524AE8EB0E31CEBB51B530E8FB
00026,790605718,0, 7792728919991640534,587E1038D12555A8A7E709FA163C96DEB34C8860
00026,790605719,0, 3017463566555739831,B7180102C8450FC918CB870B876BE5BAFCDA37FB
00026,790605720,0,-5750143443322015635,3CFFAF2945A7052FD44EC423243455E7780B840A
00026,790605721,0,-2477355115875956861,63B63051278515BD94BA0C9838C2125808BC5E45
00026,790605722,0,-8866349447495332566,5983B3B7A03540F9C252B90C2A85160C85F49878
00026,790605723,0,-2442189671441241463,F97F71475642BDE3A0E2CB360CD58FB259B27D9D
00026,790605724,0, 4967028401527425857,F6F6B2301D975AAE786949C85E3904D4A861C2FF
00026,790605725,0,-3095954648989062281,E5DF0D43FB7EF2686016A63D9E3927020770ADA2
00026,790605726,0, 1124260528365801691,F612B079547E1FB774231559692E3EBABE56B73A
00026,790605727,0,-4119872715414371611,A2FFECAD050A83AE24A51E90D3BF3790BCCF4874
00026,790605728,0, 4126534678303055729,D171AC0BB3550E81B59A4763E096BE1FC89071DF
00026,790605729,0,-5956252078842543647,49C68A85177C4FDDD876FADF0152EF91F23A5FA1
00026,790605730,0,-7432177880310451643,C81855E84AC631CE366B10C236410F7C943F2995
00026,790605731,0,-0235131508240302077,B164D4FC0079F3DEC243654794931DD96DFABACB
00026,790605732,0, 3679909699825777370,FD222F741B87D7D4B1C14C500AB711EB2378808C
00026,790605733,0,-7098960907377961952,A85251AA44E0279BEA0DD4C23DF67EF9A09FC480
00026,790605734,0,-7709586853127254753,C5530A24EF2D4D5BF39C36FF1A06AD04F56021CA
00026,790605735,0,-4032083778199251218,CC6A997E1370D0C1EB08FD13477BBFB596E86CBF
00026,790605736,0, 4856849496155062680,F9BEA3D4BC1335E2DB9C23C57562499D76B3C10A
00026,790605737,0, 6159786260053901216,2644EF59D281445E0562D1BD6D66DD8CBD5F3260
00026,790605738,0, 4825998696450281977,AF422BF392B454BFDB35235660F23B6A20DE73E6
00026,790605739,0,-2426925712678416440,65B78E6BE146A877B8B958C18AED0B41EDD3F662
00026,790605740,0, 8687409542740531786,79E228386F9A149FC39461FF4443A1430D6098E0
00026,790605741,0,-3040464059992207542,B509FC0EDC178E72C91DAE07356626FAF1DC2D56
00026,790605742,0,-1660268747889312962,5FD0085430F378988681CBB3CC8A14B86C364793
00026,790605743,0,-0893543192948477027,41C9FCED5160256806CF69EAB5486CC03CFA62E2
00026,790605744,0,-9085145905072433899,554AADF19C5EAA89DCB216ADA17694FE537BB4FE
00026,790605745,0, 2983318168249156410,2A40E5FA02114CEBFB5606777DD28D3F649D4DAE
00026,790605746,0,-2669030264849580889,8F57E2B93DFA89A354F583D75DF16BB09A297545
00026,790605747,0, 8905573843008820990,451CE7136F868364431D267C152526FBCF846A93
00026,790605748,0, 7660724513965282007,399A89C749C2754E7ACB17C7D7E0A42CD23B0002
00026,790605749,0, 3242369274791736032,797D82F9ACD5BDA437CA4A214F16CC111DC19F8A
00026,790605750,0, 3492061488884838856,813B058B88DE070A122CFB7613A5771DFE0C9284
00026,790605751,0, 4581349982290560235,74EC82A14C3EAD406C1538AEB88BF18C81BC49F1
00026,790605752,0, 8890595994086763683,45423E7E868B19B28AB7B02EB2FBAC756B269260
00026,790605753,0, 3825173653826739595,46C236ADF54B7F900A96A24196BB551856DF0451
00026,790605754,0,-1046412093374472986,CDB382CACA904E76B197CB6B5F3900EABBAAD1C9
00026,790605755,0,-3240202255936997630,AFE5649AD181606B44EF0B9F1E2F876D31D28739
00026,790605756,0, 2261552132316908928,B3EFDD5292B11A755919E0E8EF7491F4BC41238B
00026,790605757,0,-4749053448591428294,4B292E304F06AD936B23E33BEE50311F12C9D378
00026,790605758,0, 0355654016792189365,BF2D7DFA95768B9D5E3A239E8284AEC7B483E07F
00026,790605759,0, 6161396633004019589,00E2410A4FF10A1CCD2088B5A9D440DBD1D80F69
00026,790605760,0,-1133922732818914222,0C0CEF347ADE2CD8EA8B557AC01D6CCBAD016302
00026,790605761,0,-3715879056334282359,5FE885B1844EDFF9A4AB59DA25E8C0F662217300
00026,790605762,0, 8889422555771755852,24438EB2D06C020AD9A61160B532F2B3EA690489
00026,790605763,0,-7010153144113214061,4B488FFBC4E5070C18AD9DB536823E75710AD296
00026,790605764,0,-7336241301988703335,76073AC37A76EE17E8213160D95BFF8B8017105F
00026,790605765,0,-0033547135784975370,8E184C63C7193FA16CACD79FB208EB53A75B81D9
00026,790605766,0,-0010453177560010475,006E2752D462EF821A9E706CC8FDE24C1B7D6FBE
00026,790605767,0,-5312254437065479726,382B6EC72C493D16D57E25171D6927894A52E747
00026,790605768,0,-0272687572575735092,C0C30BB67FB850B77480657A3CED10FC5008BD03
00026,790605769,0,-3113194343545159502,9879B828F49D080BE269A31FEF59414E173CCCFA
00026,790605770,0, 5648623709859044810,64FE245B8160D4EF9A73CB93D9021D569C5300A9
00026,790605771,0, 5988236150582659476,104C1D0DBE46568565647FE460795F86F55753CB
00026,790605772,0, 6841737654443188161,96563E855C05DC08448BF8B22713264C6CD3B530
00026,790605773,0, 3688855592193293621,089776814B7E47295087E59DF1D2C3713AA83ADA
00026,790605774,0, 1659573314508199788,4040BE9F561AB6B79AE04EE77869327EA65262B4
00026,790605775,0,-1299435273283068009,75F3E7867A7C220C4A065DD63FF97F2F9BA30ACA
00026,790605776,0, 1206437806966885672,37387F8F146CB738D449B537EDE659F0574959DA
00026,790605777,0,-4800281667210985489,B432C4C5354E2C4B44FAC715678B74D9AD53BB52
00026,790605778,0, 2746413979762463290,BCA88C6B942C1E2B7A1D37E43F93F689E10638B6
00026,790605779,0, 2700249026224026777,20ED9C5CEEFECEE0205100D4A6BC3ED31895C7E9
00026,790605780,0, 6968738546767042551,A2816D9D57D8B1A3E6DD2F4591BAE4318440AF98
00026,790605781,0, 2207406866879479155,72B27C9CAB81E38B723C0CE182BF1A8471993C23
00026,790605782,0,-3818393648824624766,7CCF6EDB1FE964C629929D0821A7176B6E2800BC
00026,790605783,0, 3902394872792876024,3B793CCB8B3EBA6BCA4B8ED0DB7D063F5E03A953
00026,790605784,0, 1568786348277734495,0909A056ED54C9026FA3FB71C2D5AAC9B844A82B
00026,790605785,0, 8094920428330133068,8E8F522F6A91EC4D8CF69EDDADD42D7306DF6979
00026,790605786,0,-2684489457199466217,3E5791E9A6B1EFA0872EEFF90413C8A96D757A4E
00026,790605787,0, 1188373224742115803,36318F83E22752D3DEAF2B9D67FAA22B6E1949F2
00026,790605788,0,-1343290201004845291,C589D5FF547F98FD816C671807524CE17D5D1589
00026,790605789,0, 6212952634959510878,411FFABF539FE733C90493D7BC10AC649A2BDD87
00026,790605790,0, 4186687032739651753,891F764E6D9EDC54B938DCC7C8042E9D5506E2B2
00026,790605791,0,-8261688470041438997,F02A94B337814C8B73E7D32B7842293F9893D70E
00026,790605792,0,-7478172316233839806,DD4BAE9B2C33F5BA72A352A39C33A6D22DA57D62
00026,790605793,0, 5210293792262641899,17A0347E0B942617BEA04CFB5030BCBD79329061
00026,790605794,0,-4903269913528688426,572EE84C64DB5875CB9CC4BBD12FF39CAF1725E7
00026,790605795,0, 8447033676887158648,ECF9FA1FBFD05456B55D37D301A2F6F8342AFEC1
00026,790605796,0,-5196391142668727037,71AEB37F7F90EC6F026C7789F25E33F77F7DCDA3
00026,790605797,0,-3577887123931673240,9F5C97ADDBA77DAA9C6AE14A336B237A133F935B
00026,790605798,0,-0305360427973849758,7C251C327EF59339768B2128D62F3F7E73EBD5CC
00026,790605799,0, 5139412846603339334,00397537EB7B596ECCCADF30B35C70013BEBCA30
00026,790605800,0, 6038571053031902901,153EE5576AFFDABD468FF10F12ADDD4D630DE54F
00026,790605801,0,-6428134685276386851,B8C44302E501553C9D7011A109D2998E909E4FC3
00026,790605802,0,-4877409196833703337,CDB59F77B3EBF36037DC9A50C9C78B733DFB2A5E
00026,790605803,0, 8748345456465451897,9C7F9CD145199AF4CAC0756B880CA24C511374FE
00026,790605804,0, 1689844557828995294,A118F258FE5117D8F0F8B3CCBD62F1A7F673ECC4
00026,790605805,0,-6612154008747323446,15B35DE7B76703CE74A30700EA2DCB82A9061A87
00026,790605806,0,-5323307555521434528,88B1A57BFDDB482DDFC2A5A402FCF3B9A24B9333
00026,790605807,0,-4644213862880693366,6E1B47399638EC11E0ECB10FD302EC101AC021CE
00026,790605808,0, 2806902619798149633,C094652B5B9166C1774F821EF48D87EDA0B1E2D1
00026,790605809,0, 0468830019262484017,E2A802F7E8E6E2AB843288D4ECE9C89704830C55
00026,790605810,0,-2134691809768530403,4947BA799F1986AA53C7CE2D67EE6DDB0E30DD1C
00026,790605811,0, 0091352079058723816,B244080121AC64E67199D7AE628A990C72E66032
00026,790605812,0, 0238743035425006026,443BF1E12E756934ABB59E3B959D16C3CFD2E506
00026,790605813,0,-5738022142195903099,98D8FEC78FF7EC17FC36A51D7D0D7EA50C00129C
00026,790605814,0, 8771586974058722018,B8FAD848CD1A55115DF41E1974192AE6B75C0BF2
00026,790605815,0, 4426998474634036738,11DBA9645D25B43C6C59165BBA365DC78B6BE403
00026,790605816,0, 1434444133584711491,735FD354A0119DF91A97AE914EC8EE8242639870
00026,790605817,0, 3581953534424032576,89C04772F1750D80D9578032A43A1178FC2C8CC0
00026,790605818,0,-5796345942543809350,DE70651D8F9DD7F5FD33C7AA70823A87518C2527
00026,790605819,0, 1143500534239996414,333116451B63985373B31C1EAE4F41F7202A6FA7
00026,790605820,0, 0431844959508541597,B7962EF1F69AB89550AAB6E84FE403ED52DCCD13
00026,790605821,0, 2537223071167692080,4C3604F9E12F9B2B101179E9B2E9ED14B4E3E84A
00026,790605822,0,-1393850889420350335,81A272F4862AF6E5FB421DA580EF86F44ACCE2E2
00026,790605823,0,-3890842747546479345,81397D0294F232BCC719495D02C3044E0F65EA4E
00026,790605824,0,-1925296160597157652,832E7B11606C4915BA97FCA443392A8CD66C69E2
00026,790605825,0, 6854138037912684523,18C0653FD5F6C7CE67C74349664C8929A0123667
00026,790605826,0,-0484329435900836375,015CD53C5F8555D13F4F1888C78E1A6AD4FD2068
00026,790605827,0,-6782697902884261227,B09F92392C5152C2E72ED9645287DA189541D80F
00026,790605828,0,-9151584473703220823,7108EE1CE63A7D8758179D8F8CF44253C2A2BDEE
00026,790605829,0,-3515715391363890454,5D6C4AF711AF0879F0D36C11B1233AC0A653F576
00026,790605830,0,-2413711068816078190,0EA2D160E2AF5336152C14254FA89DD93ADE7FFB
00026,790605831,0, 8311557101196899536,140F785D8C7ED4280349B04330254B95A8082905
00026,790605832,0, 4743733128429007037,D916B2D1C8F651201AA88AFA72CDABC79D9E98DE
00026,790605833,0, 2697481633672988714,D27BE706F8000D5ABE057327052137A2EE76E2AD
00026,790605834,0,-5611328413539886352,61F2C0345F3DD5B5C8A87239468EB98A6EB8BE82
00026,790605835,0, 5147558244783777090,B782705B87AC5227BC0C96C54E6DCBF38C2E90FB
00026,790605836,0,-0048329471297207057,CEFB5067E204DA420ADB1CEFB733C02FC4EBBDD7
00026,790605837,0,-9217316634891906856,41658381E777A452CB7FEC9BA198ADD7660BF859
00026,790605838,0,-8240859620851909494,0F0DE070F9CECFE7B56791E7724A1FDFEA40A8F2
00026,790605839,0,-1039120483581589924,15EF5918513FBA6EBD432AE4D0EDE8519793EE19
00026,790605840,0,-4753893604126918957,ACAACD3A613E95EBBE4C67AE03EAB0A501521E53
00026,790605841,0, 3199587771914737393,9E471D2FF345F98AAA3F8A5C714D7C14A9D8A7F6
00026,790605842,0, 1018648423977952372,A53A657342AB6882DB511270F2C2B230102B13C7
00026,790605843,0,-1490460113588582938,F58B5B539D9467B18E2FC4EA169A8E90B343B39C
00026,790605844,0,-4028164033223711713,0FD88000E7CA46138FF4A4C37CFB6B75C8F7E45B
00026,790605845,0,-4620182168352566692,C12A5643C1AB4FA9BFC2276A62ED9A09B94172F6
00026,790605846,0, 0474375458817618191,4A15D6E78FCC7397F0B217A57A3D52223E22DD08
00026,790605847,0, 4017052957893524609,4E8F06CACFB8D87C052C8D59666BA2192A140952
00026,790605848,0,-6319742266765627612,96F3611F5700D846E61958B4F7CA5C9241FABD74
00026,790605849,0,-1390754290605039901,B5BF3CBC7822AC1D021E84F754D96D7A406AF211
00026,790605850,0, 4286123016822887648,A1C59399B497D8CCE7C00013B9B0FF256A5B461A
00026,790605851,0,-4408877211095688834,06D9DE8E951C26C74B97BBA7AE136A57561EAB7B
00026,790605852,0, 7405302215180931863,1F6B010EDD1C4D5142893319F141B9336C434BFE
00026,790605853,0, 3898399262615481643,B137ADB7C6EB351589005995D922C8EA86646C72
00026,790605854,0,-0867484960225131700,85951AAD467D29650759521174D6BADBD7C53316
00026,790605855,0, 1424670095110223351,ED2BA54E2A75C3E4E1F61C2094949FC17E11C824
00026,790605856,0, 8998650197686664349,DA42C59E5F10BA0D1C9C39E0EC3ECD3DA2816D0A
00026,790605857,0, 6930108879134012024,BB652B8D7444CF7D29F1CBFE3C6E8EB5A8E6591E
00026,790605858,0, 0785848158766172313,C61AAC18834887D2A22BA2028D890457B47D4EA6
00026,790605859,0,-8004350169718486842,59A91DEDB0568E0B9E17D6DF7BB37168D1BCFBF7
00026,790605860,0, 5815003525898081868,3991F0D27734EB64994A5102B2FF018AB061C548
00026,790605861,0,-2802285784193439065,E0C1C201B68C083A3BD65E573702C412E0561881
00026,790605862,0, 1117023116730939965,8DC7B49649B17224848D86FAA197D780C61B3A9E
00026,790605863,0, 5088294969031336458,9A8C172F2ED18DC01E084C4618E96CA083E795BE
00026,790605864,0,-1602630112371789283,3034098E7EC9B1B553D00FB277512B9411449725
00026,790605865,0, 0888784105157841051,EAADFEBE5A9D1DF7824EE9C8910385F9A8DC1E75
00026,790605866,0, 3574982302165133437,4BEC0D77BE750CB4A1FCB7A818D1550834898EE2
00026,790605867,0, 6387510617077903123,E578ECC3C6926A8F537119ADD9EB02B6624602B4
00026,790605868,0,-6123184340906178771,C3EB795639474F8FD3828016E716838A9DE6FB52
00026,790605869,0,-9178547875482191317,78C80FC8C0903B963A32241752A7AD352CD53A29
00026,790605870,0,-6941651913304607527,0C24B7A29C7D677DC7136C4D9115CE9D93010476
00026,790605871,0,-1027358730116474964,C1671A6F5B47C214EEFDDC18FBB9414823ED919D
00026,790605872,0,-3034694846946692582,A59C6B852A3999543DF97AA5F9FAB8A0870AB7BE
00026,790605873,0,-1475247789048927275,6E6668976F0AB26B04E71E7DD854FB7905A57E4D
00026,790605874,0, 2908983200201656463,2528048D8CA79ECD539F6B3CA78DDDDB684AE3B4
00026,790605875,0,-1397004072672457288,D31F2F3F6FB32BCC1967E72BB5F3AEDFAF68B636
00026,790605876,0,-1972882496953882239,BB3F9B1C7245E2A7EF844C2E96A0CFB5A090C30F
00026,790605877,0,-7752139134978428382,455A8F7ED8C2620CD44D3BA70BD549ABFBCA09C2
00026,790605878,0,-5246005150224347716,2A2565C477E6C438D75150F759B22D14050848F4
00026,790605879,0,-5776290206160710780,600E8A8ACC6C5A39E5DF30C596E9CDF501FB441A
00026,790605880,0, 5322078512040390366,98A2DBCA0003FEB53686385BA51F1FDAA5A3EEC2
00026,790605881,0, 4968468131913669427,7F97C520D5FBEC4EDB1D897DF22D585586FFDCE2
00026,790605882,0, 0074708691073001653,A4EA9CF7F85CF6C1AC06227C21AE76343EA1E9D3
00026,790605883,0, 5105701588057495533,8037AC1DA924B57A22801AD79D4F7456D9714984
00026,790605884,0,-4218515763369185729,413BCB5FE7A888AEC2D25F83F765137299CDACA8
00026,790605885,0, 0466083409206853334,030A5CF72055424ACB9F4F4BA929E2E753D55145
00026,790605886,0,-6242235157576476950,7124F379FD816DCF6FD9E5768330B67B403CFE2D
00026,790605887,0,-3188788680217370623,2B3B3736CD1293C7CA00C5C47DAC1B70A438442E
00026,790605888,0, 5036857519797837322,8EF8793473514E64CF926F874BE178538C66EC71
00026,790605889,0,-8874331642128365645,8973E561427A35C043725521F34427D4401674EB
00026,790605890,0, 5894932095499734986,0975D48DA5A92BBA033B73D3EF369868159A9041
00026,790605891,0,-7798447414712942789,4AD1C14AFF205620CF9095BEF0F0F351F8FFB0CB
00026,790605892,0, 2571416999059551719,75FAF395E60C9131724338DD30B20DBE5EC2C1F1
00026,790605893,0,-1815675633883170309,772AF6476F186DC77B3739474EBDC64DA9DA7123
00026,790605894,0, 7946119138938829068,2E32DF5F2EA0B9FE10F87949DCF0408187595573
00026,790605895,0, 0280834337899675907,84E80F7713EA0831A42E9594E1013A4ED0124117
00026,790605896,0,-4163366879365348691,9182B129A9ABE3C344419A6ED73329C57F4DF006
00026,790605897,0,-6953349166449773447,B3C4D303D7646212AD41B7799D7236CB8DF43E9C
00026,790605898,0, 5028662731601137190,0F22BAAAFE8AD547FBA354ABD63B81CAB9231A95
00026,790605899,0, 1003548366613322044,6F563626D00E1EC0C2F9C12F25E4CAF1E964AFE9
00026,790605900,0, 0134342730638504412,145146632631F95402B6E926D97EFE84E1C3D442
00026,790605901,0,-9206046567199387352,1437E835A65E34AE98F43AA4CA6BFD1B615A3BE3
00026,790605902,0,-7191901199266799260,B6F5A5355ED345C82C44CEC85B7E220E7FF53024
00026,790605903,0,-2701620662288170934,AC8B2367ABBC6AAC2CFDEC7B017FC5CFCF7B8916
00026,790605904,0, 4635375611680636602,D58D9C6CFC3D3B1DB6106F0971E6BD215374D6D8
00026,790605905,0, 5454334271097739945,FBBC154E3632B9E034BA8909DDA32EC926D17E2B
00026,790605906,0, 8716295415222439507,9D65E58EA4919B38C6CA31C4CC4F10920F321B0B
00026,790605907,0,-2829454658222408689,B955DE4915DCE28D8ACAB8CEC044B74BB6DAF0C3
00026,790605908,0, 8393377278496138467,49D656F742CED237BC5DFF5442503D9A4EB67EC4
00026,790605909,0,-2181016025127808064,50FB32143E55721237354B562D54BC24EC375021
00026,790605910,0, 3589515642352031392,DDAFF111D7D9B88CDD0C190AA038D2E756B9BBBC
00026,790605911,0, 1525666037595819873,1FD7B8CD3D1E6B3B6617B60714D375BA759D8E20
00026,790605912,0,-1993266416142724113,9A39D39BA906CDC7A25E3DB050C1C0E1F6B6973B
00026,790605913,0, 4079870581018311228,45638A5F37C61E66D113FC1C4C9F841689880E59
00026,790605914,0, 4942287810840157673,3A2941827724A4C6B2540707EF9C75AA1FD4C6B4
00026,790605915,0,-6219806330962320265,3482167C455B98647687CBED7DF4AEFD0358697D
00026,790605916,0,-0179402613625639912,10E9F736F9BC8A1AC1DD1C4D391DFAADBF04F330
00026,790605917,0,-2466936905780676691,C5B96D5249FBA0CE7AE8A9906BBB21BF4A1BAF02
00026,790605918,0, 7837171428170881089,5E8F390D2E13410DA49B45E1442F25EB864AECD8
00026,790605919,0,-8438743232808779660,6384EA8A93E490CEA33DA31A87A64634543DA560
00026,790605920,0,-6001203940267504607,8EB9358C891BE3A673F790CB81F089060A9AE21F
00026,790605921,0,-8169410600458854149,D193ED271220FE697C8109A6BCDEA2F178545784
00026,790605922,0, 4879677766691281277,7F0B55E1896AB736C783FAB94E85E1F19CA86CD7
00026,790605923,0,-8560279164770208666,C87C954156454CB5034EDAB276152818193F70E8
00026,790605924,0, 8883489623261700283,6AE2FA18D009484DC58542D18C50C1DB5B1E3CD1
00026,790605925,0, 7811960281804520122,F483A2864E756795DB716C0F91C8DEA3506B3B2A
00026,790605926,0,-5767720415114611184,5A4AECFF073268CF4DCD51B10A6EAC7978A1478C
00026,790605927,0,-3290583466039194153,0E8338C84ECB063CDFE8D4652C57F0087A15B424
00026,790605928,0,-4100760721593327070,68DA41EA91BC14DC07993DF29099D30B9D1E24EC
