9961,0, 1530205687632726261,F943581035CFBC74AA9B5D6E3D85885D43EAAC89
00026,790979983,0,-5530368686432738288,0594438401493B7D64D206E2CCA4D555CA8012E2
00026,790979984,0, 7808488485104762127,FA494370AFFF9E078EFEECB81385B84CC0C708BF
00026,790979985,0, 5772439338323397291,BF2B253A21617D14774C80B1C9618EBC62629081
00026,790979986,0,-4880270912521537000,5B1BBDA964742BD019BEE19DA9CC4E2793560A01
00026,790979987,0, 4346974102113952919,B992C74162484F5309E29AA8F30056E1A9A41635
00026,790979988,0,-5222085789179977143,B79B9768DD7838FEAD9A11D60B7DEC7F6BCC958A
00026,790979989,0,-5035598430861519361,1150C759D9F0C31A047C4B4EACD2770B8252A54E
00026,790979990,0,-6440138321918039812,9C686A7195E1E28CD42DEC69B752953370B5D8D4
00026,790979991,0,-3917233944256959281,263F22701CB968FDDBBA979D569FD0DA3FB1B737
00026,790979992,0, 1715863354000737922,F3BB3ECE5AD35AAD85B88A0EBF19C479BDB593BF
00026,790979993,0,-8899719336231565730,FD44C73B1BA5C5D321BE7F0F38FE4D7136EEC922
00026,790979994,0, 7944321283862408234,9B2F0958842CC74A38ABCA2EB50D47FC7384485B
00026,790979995,0,-5405538679375536832,886AEA483A98C963BF0AF625C32E1F11601D9A3E
00026,790979996,0,-1713901983545055677,5DFCE17B768C68E629C7F4F38094FB4730DD7ECB
00026,790979997,0,-1787456735327222850,7EAF6EE2F60AC871B8C751E33FC9C284E43A2DB2
00026,790979998,0,-2752035791015954676,4F4470831FD82F9BFADB87E516D38F66695DA20A
00026,790979999,0,-1302922084742973270,123CEE6B82E40CD0EC7D7C0D640FF458191E9A02
00026,790980000,0, 3695956714642779190,D999E5CCA042B6DB9BCEE170D065FE023BF2CBCB
00026,790980001,0, 2933241323183055370,17DBF2E6D2BAA51F21F85AB1AD430571A8FED82E
00026,790980002,0,-7719734026907534157,3F0BD8289FD2BFCB119E1715638DA8D0B888451F
00026,790980003,0,-6787263651842687976,335C4A11811B70719E5994212CC59B1C929637AB
00026,790980004,0,-8247410554459077919,9A7C3AC998D1040D1A7222CABC3E232BD12BBD50
00026,790980005,0, 5745474895926486295,41877FC7D11B13C76AC67990C8E1841670B16104
00026,790980006,0,-4762822875587852774,1DB4E6710170D3098BE76D0069FCCA2F3B654BB1
00026,790980007,0,-2670215075901665821,C7548654AC83E71E28671BA2AEE09D5C9C2B50CF
00026,790980008,0, 0650897988333070869,D0D4D71DBDB1D628D654CD3084A38328E360C453
00026,790980009,0,-8930941070044737863,70ACB66B2B5548961429B9347B8937A5D738A6D2
00026,790980010,0, 2350355005669965186,3BBD093984618E5A0B744C2607CE0E743C20E119
00026,790980011,0, 8996596994650262517,5D25DAFAB92AF31505BF734E2531363CE6BC019E
00026,790980012,0,-4441389982792939130,F6A2750E77DBE1C21FF569DDAD3A76231FCDB376
00026,790980013,0, 1719163079652722297,CAA7ADD654A4115268F46426A8DAAF234DE796DD
00026,790980014,0,-1182344806731555792,E6A54064301432BB3DF0DC87DCB3F3DA7CB3B7F2
00026,790980015,0,-2604484952555337148,9DAA3C98C2B23670DB2DB2227FFFF43AB6D85B9A
00026,790980016,0,-5215363416012646361,E29C231D26B164D294B5E87933EDAFDE6C536911
00026,790980017,0, 1057527771538457867,30E8B002024C753F5C59E14FC7DBA9E8944C2AAD
00026,790980018,0,-9162552649817995565,A4BB8962880E233ACFBDDA7C25D1EF882E23F944
00026,790980019,0,-3740899151509238038,1B9A10CBB492EB60B352D8C2F768EF0DC8938069
00026,790980020,0,-3445425196251935211,25CC949CC32936D3F4ACAC57DBB26F9DB29B4E91
00026,790980021,0,-1007579012907703883,04B3C3E9AB1B95DBDD5C4C61765A1154BE1705C1
00026,790980022,0, 7291049410068544938,677BB8F2C942CF670E5D5F90ED4E60457D024DAD
00026,790980023,0, 6068388040404364066,7B2F08337B0FED0BCBB8ADF813822F8A09A3AFA8
00026,790980024,0, 7485614361715987029,1C5B2E68747BCC36BC66672E7AB1594B1EF5B03B
00026,790980025,0,-5113793148284842760,2F0A1E155FD839E3B0BF35609FB42B0E4CCFD215
00026,790980026,0,-1353910270368131261,5CD851A68FDAEF5F1DF1EA438671D22DA7AE2A72
00026,790980027,0, 4938884400073975535,D3F4A1A4A95506085102AFE681FA46EEDF9DF922
00026,790980028,0, 7846115224275813889,8F5645132BA195E3589FA26070943FD9B10E4804
00026,790980029,0,-4048165803907910154,B03C7705720137CA6245738085F0736CEA10A8A4
00026,790980030,0,-5900859895934168243,BF637D3912A80AC92BB3C837403810508E1CCCC8
00026,790980031,0, 1182364527531528091,9CAD6A6054400C380B99376696C0F602D1978DE1
00026,790980032,0, 6635358736679778652,5AFB6705CBF8E3B241701ADAA95153AFBD45F274
00026,790980033,0,-5183336549069833360,D3E6DB867FCCB191BFC8771AAD26000DECD688A6
00026,790980034,0,-1138659376829475889,8FE92ECF7D3962676050050C652F43A015A597DF
00026,790980035,0, 0787454551479275419,835E09A4326424966E596980808794B116AE1031
00026,790980036,0, 3910615938453162752,F41043EE961392E0EA028078F42C4040667B6A8E
00026,790980037,0,-0700818358539786187,623EFD8A41B827F18B52CD74DE1D21373A19D6B0
00026,790980038,0, 4643655346688769529,6A5B7DFAA403DA7ABF34155B7EBFC708ACFB12C5
00026,790980039,0,-5877478082672364580,42E4F0AD557A9C083861531784AC489D4DA3236D
00026,790980040,0, 5602270645995647645,EACC5296B9C37E92D56C825251C06EF575CF7402
00026,790980041,0,-5574752643277109929,3B78795E3F33ABA7A3C113BB13FF0EF5E2373786
00026,790980042,0,-9071062030744606231,362E3C1C86483410389D62E8B0920A05BBEFBDF2
00026,790980043,0,-8271844853688471159,F503F933E6736454C565F1718D1BF6D06A62545D
00026,790980044,0,-2771070346923073248,B0855F2C78C86155D148D3176F7A0F04A0AA1868
00026,790980045,0, 7712970191747450497,2ABB29EFEA37B84A66B9DFA817EB12CB62B6CA49
00026,790980046,0,-5663426907091130034,FFE0F5A612272C7AB185B8E3C7887F78DC95B674
00026,790980047,0,-7321574509630386769,0F72428A1EBD087BBA1D3F55136BBC85088D6ADA
00026,790980048,0, 7842112480579575295,D09119E05A95216C9E21776927CF4894157F29FB
00026,790980049,0, 6584777246217351364,3A7D76DC544F683B24DAEBCFC043CC020F01F799
00026,790980050,0, 3222495712006589704,163B0AEA36A77EB8EE4B1A6B829D4E975FF5FE59
00026,790980051,0, 7157705745580207122,99B67F52E1F4EE1285028BE432A5095545AE4CEB
00026,790980052,0, 7062025851672700484,6BED2190CE0FD569911B2F05DD05BC4BB1315B4F
00026,790980053,0,-7740637138908555084,3E628986C6C5EC7126AD188AF94ACBC5DED37AD1
00026,790980054,0, 8724794940579679576,22D116EC35B6AC1C0094C66E7FDDB7700C7CBDFD
00026,790980055,0,-2353673430040862507,958C1686D1C09897CCE38D96800C3B4B692B68BC
00026,790980056,0,-4969244079118575913,07971CD2062241E4C4AD677B7D9C53BD54EB79C2
00026,790980057,0,-6888509533757920328,7004A1136EAFE4416C68D81B564AB281F20082ED
00026,790980058,0,-5064525517724132318,A3D9666B774131E4663D7CD8F066C94804123D94
00026,790980059,0,-8395608863927478456,ACEB5B345F6A968342B65A6DDCB13E6EBB008136
00026,790980060,0,-3508894685496452096,91D27A1B7967A4B69C0FC4FB15718C0C5C6A3BC5
00026,790980061,0, 4262835294982703034,9D3908BB2E9555FF529CAB71BA0F4032C675A79F
00026,790980062,0,-4513010689011145541,E8F6CD3AD4B2A2A074D5B822B2A7EA47078526D9
00026,790980063,0, 3636337946988742355,B147913CC7DEF4ADAEEE13B26FEF50F1F034C17B
00026,790980064,0,-7526541877696618818,80ECB1ECF7AEEDCA9BC48A3BC2599B5D92BA68C7
00026,790980065,0,-1833029352588065895,BD9BBF5A4D835EA071DD86167456E57BA1BB8224
00026,790980066,0,-0522422635375547910,34E14170096C5D3519F6A0791916053E5B067B59
00026,790980067,0, 1024706523202292685,263FC15EFBC1EA2E06C14BD09961DDDC52FD1884
00026,790980068,0,-4720120930928438661,0215DA828E0E59F1A68814D496A154C4F8254074
00026,790980069,0, 3208102294131430177,0DED5E16E2859E81C40A0B18A05B81A38B18D642
00026,790980070,0, 5181201546875331818,2415B6460E2BFAAAA0AAC8281C316BAB01086E2F
00026,790980071,0,-9094604634195110445,6F3947D898164AF6D58E07967CA1206A96122335
00026,790980072,0, 2074886070857524745,8E933EE43F40790EDFB134EABE5DFFF606A03F09
00026,790980073,0, 0004834466491650799,1FFDB88554545D7C66EEBBA7DC4B82BF39952A3E
00026,790980074,0, 3459416820070627354,95FEFEBBEE6607E9858965003DC599344F150B24
00026,790980075,0, 3097238737483373622,8A4671BA16083E8D0FA676C5C0BB8EEFFAA5E48F
00026,790980076,0,-2212025075925719296,B05FC696BFF2E5561AD1BA48FABE0E020BDC49FC
00026,790980077,0,-4213576268029856946,75366286C1F1C04F40D8CA331D9CCFD46181F8FA
00026,790980078,0, 4327614664027257268,A81EFBA61256DFFDAD66ACD0AF40F0090A9A8B8A
00026,790980079,0,-6488264535151954262,CC0F20DFACED9AEE19F33CC2C125C00BA2BF3C38
00026,790980080,0, 4194373091718720035,7536895C01D6786BBD60DF9A12E84E64E41BEBE8
00026,790980081,0,-1108845433160728048,BA250B0FF6FE1BC192904ACE4E029AEB1BA4F1A7
00026,790980082,0, 0916722623969347387,8C60C66552E3D1DDB1AF2C397B445A037407C11B
00026,790980083,0,-6401515578951030362,877EC3CFB7C56572A4A2E9FC171166B7A34878A5
00026,790980084,0,-7939832896490858350,9382D11A7FEA5826545E06855388A6EB3D3BC2C4
00026,790980085,0,-5674579291677337813,F7DD390AA6A84B45B34B36DDA7A742F886927F29
00026,790980086,0,-2900261574597051098,9483A9EF97E56F33D3B12F0F46E00EE001337B73
00026,790980087,0,-6456558597995637368,7B757B649914A46017486D41B4184712D1DF4494
00026,790980088,0, 0561314629242652390,0F73F6F38FF0F4655459C1CABC0D6A20C2C1FE0E
00026,790980089,0,-2544766263967205195,F315AB781D0A9DF87C86C82C58872C2F958417FB
00026,790980090,0,-3361266500606275466,19BDFEDAE950DB368EDEE08C900BAAD3C52FF11A
00026,790980091,0,-1446553669166977064,7A37AB0E1422E10F71194BC5F15826D687466AAD
00026,790980092,0, 8683235599691105469,94AE847AE54326A9C1CC684C41DDE7BB915FA80F
00026,790980093,0,-3562861857104590077,F547DAAC9B2A9ED7CB43B71A60FFE629FF8F7BB5
00026,790980094,0,-1008560746083252291,EE7C9C1F80BF8FD0B793208ABF19074CE37ED3D5
00026,790980095,0, 6648580761557480619,A9B8CECA1C44526E40F290D0DE3BE703A8007E20
00026,790980096,0,-2442544942246670910,2443D51BB7A818A7ABF46FD61D4799B5024C80A9
00026,790980097,0, 0003249963477712281,171B299BE027B06830317CD1FBF44852E338F903
00026,790980098,0, 5534981748757800680,475594757D87791368C8876F914F49A32FE9B0A1
00026,790980099,0,-7483900291465839288,2299DDB0C99A35BD065024C3CD86908F690FE221
00026,790980100,0, 0602971439073894154,9CBCC14FF537F15DF6DEFB9D12C14F958D7C09CC
00026,790980101,0, 0736368507846333051,0536340E25EDE68CD22F7CB21AFD1C3E419AA522
00026,790980102,0,-3287851821164338575,A285F1D6147415FBFF2C69060C8E121A09C9447B
00026,790980103,0, 9159054218924248249,0B6D1F6D6A6BFFC93AF6BEB61213C92E4B4DABA0
00026,790980104,0,-8816584243446952738,F8006C7640F36AE1B463E11AD742E6803D4A4446
00026,790980105,0,-6501600442812309206,B6D5A4D9D791F8B09AA2848A16398E4110743E9B
00026,790980106,0, 5567715517888857185,A31B35C51E03DA0FEE788AC9ADDD0525A85862FF
00026,790980107,0, 8504488057617110007,9615124614C68A5C5450EDF9BD0D73CC99E286E2
00026,790980108,0, 4730446460928330687,37ECEF368C6CAF602B8FD951078199BD82BCB30B
00026,790980109,0, 7461701614104118291,774B5FE46BD07E5C7FAEDFC802E0447B54374EFB
00026,790980110,0, 5610938495207555493,3E411E9C8A7D9396ED41D18F20D914E04CDBE3DF
00026,790980111,0, 7206545714034731121,8AE82C4445459CE680BBA50135CB3883535DBABD
00026,790980112,0,-3606369372028505634,F7392CF18CEB5989C79918C3A0C33544D77FB6B8
00026,790980113,0, 0127977207141927340,016D74F75934764A5C36CBEB55A716114C5F588F
00026,790980114,0,-2871768878143555759,33F59F79BDADC38DFC486B8964832375C60F8041
00026,790980115,0,-4082198716412349611,40809252F7E9C36F5EAE2268086C6859B6BCBEB0
00026,790980116,0,-8879148348324004767,2457557E63538E3046EFED86EE4644D6F5E1FFBD
00026,790980117,0,-4177913935002366574,E896DDEB56A3D6C9E1053898AF4A54D56EFA0E9B
00026,790980118,0, 7138767821640698469,D0A18BE02FA9C9806C1B3403A91480F9E63821E0
00026,790980119,0,-7418945041416509818,C6691CE02FC6914FC21ED9B37184101EB3873CB7
00026,790980120,0,-3107887220103695983,BCCBFB3BE71603514BAB30AE79EC5BCCD4D9C59B
00026,790980121,0,-3459155289907181963,1793DA9C065B424E73631D8FF9149ED734916D7A
00026,790980122,0, 5393816287361770964,DBAFB0D09CDF9ECD24672E20FEA38A850C12426A
00026,790980123,0,-2339725210245571158,813D441EBA3B0C6FAE4B004CA2E1FF9095297CF5
00026,790980124,0, 3579200148223088171,76A6F899790B12B4FDFE942A5B7C33152AF821A0
00026,790980125,0, 3080234925118600585,9750D737E8E248FF85FFD7D82FF5F5B3795A4D0F
00026,790980126,0,-8876389939472163248,B7F3CDBEC0B2C97DC9E1ACB5647C5F4AB113BE63
00026,790980127,0,-9030602845050873371,21D4A36C26180D047A2AFF24DD97ECF364574849
00026,790980128,0,-2660236211516629248,DF659F2731C2BB27E26BAE13F4CBF8561775C06D
00026,790980129,0,-1823091763883146427,658B0F4CCECAFAD68B0089A3DB42C040CB1519E0
00026,790980130,0, 3958817368344531876,CA708A96E8DAC3E2FC8203E0748ED13A263F46BA
00026,790980131,0,-7553249741345298310,0286A78552A1CA9431AA2C1F74FE540E5BDA628D
00026,790980132,0,-6016337202723900057,502E3EC70C5851EF5AC15DC6BAD30CCB2C4A7498
00026,790980133,0,-1405909803950620819,F16F47562933018E8F435E97CE7C8F123B121E4F
00026,790980134,0, 2348742605343476820,064ACAF7DF64C292B6D590EA05296B649468E5DF
00026,790980135,0,-8954869037676883805,E8BF05198E1F2C8338F8D1C7E06DFCD7068987DC
00026,790980136,0,-7337549498840018291,9487786A198AD32D47E9321AC60BE345202DA95C
00026,790980137,0,-8037011615460983985,492EB90D2D8F22E7CCCF477C415FE34BB8E8B4D3
00026,790980138,0,-3734867058649146240,F39A8C1917B95E590229411FB95D169353C13145
00026,790980139,0, 8170772361142016641,63F1D78F3454B3CFCF8883B82903947B72B5F425
00026,790980140,0,-4497137445234535829,C4F54B67A14789D6E824A73FAAF11AD4F522C25E
00026,790980141,0, 7289721909706315411,75EA931F60164D9CE10EAEB78B7DE34F47518D0F
00026,790980142,0,-7737492409824539140,2698E1A77EE945F8C42619485B3E9B636E7C70F5
00026,790980143,0,-2611386043416349487,D3980E0C705512534C90BE088B9A82814417D39C
00026,790980144,0, 2396207330610121989,5CAD552B17F6C9A388BAEED18DAF8B8CD7EC5EAE
00026,790980145,0, 8688572932810892319,C36AB140C89163ABA115825EA22203CEA77B1D17
00026,790980146,0,-5948352897507813220,EB64E67C5B9CB28A2827C00D98F3CC67B5840CC1
00026,790980147,0,-3509333622056828772,BF7BDEFD6CE47A19BE9596A4C7E42CC7AC120ED2
00026,790980148,0,-1956071319351851373,45CBC71687FDD9280429E2CDCDCB409D30F4D74D
00026,790980149,0, 8763738061012193683,F93DAFBA657FCF829864516DB83552D46CB23A13
00026,790980150,0, 5652576900539907544,E090047D4E2C2ED1A48A8BBAEA0EBABFA32CCA7D
00026,790980151,0,-2803699414289428674,F4C978EA9804DBB9B5BFC7008F4FF44B38D29458
00026,790980152,0,-6884350390330536543,CE0AE8A49D914611CAB49761E6916CAEC8C2142D
00026,790980153,0, 5163385054458876171,4F7225466C150EEAF59A2AAD91E87E1457D4B9DF
00026,790980154,0, 2847002638599354568,CD2CCFD56D737C2F1B8D9F7008B98BDD82884CB6
00026,790980155,0,-7692037688623742003,ED48F47F791D59832ABA003A41FD6815A8F5B7A5
00026,790980156,0, 6852296236317907477,70645BCBFF7C339B01820D6AA13E368DD8B42589
00026,790980157,0,-2992422671926285578,EBE835C95AA2FE12179E064BE98E77193A2A26AA
00026,790980158,0,-8436412396750683232,013315B83DE522A3E22045D8068F3771012512A7
00026,790980159,0, 2622098916147086597,9471571557F89143732DCB639D2B18A199A58659
00026,790980160,0, 4968765754638989943,CD044E6FAA1B17E263AE7F0B18C59078D951591B
00026,790980161,0, 4391931179988571073,3AF36AFD81757CA253D456F3B52E216D93A94743
00026,790980162,0,-6798948264496422004,8892102DB84284FC0C11B9E51EBC6CBDCC291525
00026,790980163,0,-7769141075920792022,98FBACA907E95B8BA835E5D15CDDF36E9FDF7CE9
00026,790980164,0, 8772307599818290941,35C0D64E6C5A068994DEB57C55FECA1032EBE033
00026,790980165,0,-8444808505335960164,6D717EBD8540AD6AD24773E6BCCE3A242907CE0E
00026,790980166,0, 3132933256184943242,271C11921E6AA314AB7CBC7DDF3FD751D3B7D5E2
00026,790980167,0,-0964716786724622149,9A00BA6810DA8345B0A7E9A0106B7E2299E838F1
00026,790980168,0,-7109232536195589308,96E00E691804F7B6B9ABDAD85FAA92DF3863DFB3
00026,790980169,0, 3563506131396975750,A99E7FA7F17EA9B935D951B0B6F423990D6E15EB
00026,790980170,0, 2287620864892230067,B1D93E5A0188F8B63D5D89D039A8B77BC492BD62
00026,790980171,0, 1386828788787436559,48656AB686A18CAA5AB8F8F8C32A9DA108CC34DB
00026,790980172,0,-6833321886238987303,0117C2FD58311168F970F96F51B97D007730139C
00026,790980173,0,-8783362500807872112,EC89CB530673F42CA5A8AFDB74319C782605A887
00026,790980174,0, 4558049649998997180,78783E7B70A3763883E4CAF8A0074DE2916DCD6C
00026,790980175,0,-0223103209326751552,28FD1D4F93ACB9E39E5A0674801F6F56BAE92D51
00026,790980176,0, 3635253914287861891,664554628B3EC1D21D4C560BAFD6F7C1B7444ECB
00026,790980177,0,-5773034373729795110,1451FC83593EE584ED2112BE84B885FB249C3F6C
00026,790980178,0,-2763318249731279026,DC17A659ACAD571CCD935AC8988DE1E4A4A683B0
00026,790980179,0,-4532051763642142058,1A77D400802984E92A765F48C5E0710DBADBB4C0
00026,790980180,0,-3927593932188631442,0FCE5A4EF6DB15D9AC0AE600CAFBB15A9134D015
00026,790980181,0,-5224948511962601470,1C49CC5E384A32783A9174374EF47BEB77F49F08
00026,790980182,0,-6366281383727638665,E7898F0F95F79930175E1F7CBF0B8E4A65E08F9F
00026,790980183,0,-9098748565179159625,78367DAB6F93A988AF33CDB1E360F4F136CB670A
00026,790980184,0, 1920662714661738754,E6AD39F62F7BA070311ECD7D0260B50FD725A0DF
00026,790980185,0,-7168519262544018462,AECEF1CEB8C37CBCF5E23560E04C7DBC5FB9836C
00026,790980186,0, 2912146857573645070,641F8AFBEED8BAB2379B2F7C15E98F0E3DF24FEE
00026,790980187,0,-3395023999743740176,6426BA5FCFB416AFF85916EF51854A9B59D37D0E
00026,790980188,0,-4268952536731313197,4AB4FC493B5718551B791F0178DF8A98231876ED
00026,790980189,0,-7111029400988342387,199EEE917F09331AA3D8198CE4C82D059C6C5CE1
00026,790980190,0, 3551048172974014474,5D0D622004B9330585467408C656E423E4B698E9
00026,790980191,0,-5030158196296986425,96CC00F7A4ABC976EBE3453178453A34BE034208
00026,790980192,0, 1835090335896168858,3B23B85C828BDF9AAC3857EC1FE726E00BF827EB
00026,790980193,0,-5349302544536192051,EC41A30624AC569A97A252DB6CF64F0EEF987BD3
00026,790980194,0, 4606239068297756316,EB15F608B7FECF4C00610277CFAE2BAD4CE8459E
00026,790980195,0,-5027848184325216863,A31681AD6BFC56BD7E7D9FB554332892175E4C5C
00026,790980196,0, 5805715287276577180,A437779A0E2B4414C856349F01DD6212D3A31B07
00026,790980197,0,-1853300779215149468,FD738E98338A27BC1BF8DA3A37BC0B92E3E1BD47
00026,790980198,0,-8768222633430388677,88034D8F8E86F79AE842762F2695BDD72A5D3520
00026,790980199,0, 4300424168353731720,C7A8023D7000309EAF0CE100A115AFC03D39CD94
00026,790980200,0, 6201857525813421350,7084BDED06099EEBDCC502F0495056D2351600DC
00026,790980201,0,-5436450667081450401,F2A36A291ED1E34109E37F9CE7FB490BB5C84352
00026,790980202,0, 4332096049752053476,9C7EFC6363882688F4E33069CEB06BF393800744
00026,790980203,0,-3043015023664537287,656F381DD74CFDCF3C708C7B00FB4DF47E066805
00026,790980204,0,-8398196695949496238,E1CDA821AC194B5B065E83D7C04B482775FFF709
00026,790980205,0,-6126866179960825156,9600D0D80A76D3C76B4920879D78A2BD744629BC
00026,790980206,0,-1466123161594311320,6698F57970F6659EEEA5AF4ED1DCAD6859C35921
00026,790980207,0,-7728918608872119281,43DE279A3D8EEDDD74768295E62C8236929A9E6F
00026,790980208,0, 2523768780494983536,D215977F3A537EFDD2275E36A08CC2B454396920
00026,790980209,0,-8624492527568067306,B54BF02112C49E2B55782760FD07231AE73759EF
00026,790980210,0, 2630957647068676732,B5EBBF20D26127B30B1C28179E728ABA5ECD1A2E
00026,790980211,0,-3354304039971874693,5A75C77D10DD096EFDA770C7326E193F45148678
00026,790980212,0, 8525239087107908768,6B7EDF8D6C457F0149E2AAB6827F10EDF86FDBDE
00026,790980213,0,-8533702479686294656,18F52F0EDC35DCEC8960556F2122074579CA6F9A
00026,790980214,0,-2862897390920806830,FCA4EB902123892E4E01CA7EC96178394210B8F6
00026,790980215,0,-7065407017905993927,AC03145E825EFFA0931BE2FFCAB988AE022DA4B8
00026,790980216,0,-2602154218755066926,82F07F9A478577648FD1DAC60506A9608F5169D5
00026,790980217,0, 5702732730660836164,B5EF94E1DC30B9172EA00301890ACE4D12FC9B85
00026,790980218,0,-8286096189843739282,412B77D3580301D9143BF4AE56A9701222F22ACE
00026,790980219,0, 7899901889512507785,3C45224D17C8429DD058B780F0A63BDA699C287E
00026,790980220,0, 4130429927211609115,D016F14EC643AB02A4AF4353A97DC5EF4113B138
00026,790980221,0, 1593128846345984620,2246F29825133F318521C5B35AC13A22CDECD170
00026,790980222,0,-7571900851480781806,0325CB5E007EE729D105DF8C22EB073915A36468
00026,790980223,0,-0649373998563766236,982744D7ACEB0F8734A0D44DA5253433D9831C0B
00026,790980224,0, 4746009231963363213,7F488FC9D0B308BFD815CD7BC732E81BF70ADD94
00026,790980225,0,-7866730870501580855,7D5D8307AE4F3A32E8205B9D4756E4CE4B57F59D
00026,790980226,0,-0720789705918089600,3B031DDF17522DD922560B12BFEB9EBB95F8947A
00026,790980227,0,-7447206973762644012,E112010CD09820034EDCF24193D98DED7A0839D4
00026,790980228,0, 5146831937006700393,B78443360F2F4F44F7E56EB76BF65F7DCF89FB4E
00026,790980229,0, 3783641359554525566,DBBB392F96D791FE1B9583BE78619C29B42230FE
00026,790980230,0,-6359044170200506176,916BDCFC7BAFD85E249CB1A3BAA2EE7EA886D9B5
00026,790980231,0,-2042247605526236751,75A6381FD42E568D19BE17DFDEFB8FCCA0F206A7
00026,790980232,0,-7911252523263504496,F013AED41BD81F04101C6727E9BA8FB8DB4DAE85
00026,790980233,0,-7615318833875770200,C94F615FBE166A55185D29C050BC027F57DCC47E
00026,790980234,0, 4552518217120561386,C5E65416CB9291873D2EDB5E786C4DC026260CB8
00026,790980235,0,-5112002387524747281,53E5850C3B3C9BA9EBE19139E29DAEABB5C3C426
00026,790980236,0,-1324388829076778587,BF749BF8C2AA21F6A4057282D6F89D2556A3FC81
00026,790980237,0,-6206019844382224458,F8FF8A0E77599A453D4C3FEAC33F5E809F879E57
00026,790980238,0, 2982256411153992492,60F4E587B5716E84CB050F2A2C05EBBC1D434057
00026,790980239,0,-8960172653011938252,CABDF46167FB09D3E26B3CFFA05E0EF7E2B26F76
00026,790980240,0, 0535711192362635192,DF8D54FD3AE154FEE23CB70F1557C3039963012E
00026,790980241,0,-9002937952116245292,267683F9E34AA6EDB6EC83B5965D1137BB823243
00026,790980242,0,-4893305392443433461,DAD57849FC50220CA288833D3B3292B8697C998C
00026,790980243,0,-3760726990070828836,6FF188B717F16B2D1009252147A35758FCF5789C
00026,790980244,0,-2233392128673084565,196AA595769A86684FF77165F6DA02EFC8B7BEA6
00026,790980245,0, 3668927128779935548,CC6C6DBE165ED03B3BFDBD79411C572691A57F5E
00026,790980246,0,-4378779888309821840,3B8022EF52653BC762FCD1A31445F76F2C87E51B
00026,790980247,0,-8649233549157211437,29DEC212DBD727E8BA7EFF99C614F7081487EAB7
00026,790980248,0,-1716608988290881684,973404EE5A370A2AB5F080A1B14E664085F5EEFE
00026,790980249,0,-5011209435053059422,03A81582AC50A09FACB4D4959B2EB479531C8CF0
00026,790980250,0,-7913841156121591950,E644CFAF10FEC2480ABD56633874F2D0A54C4AD4
00026,790980251,0, 4076590959308672966,70ADF430631A26D4CA47CF47DD9EE9125DEE793A
00026,790980252,0, 3577537891899221820,B0F7AB948CCDC380BE4D013958044EC69046F428
00026,790980253,0,-3490413761461214602,52FCFB71A1A24C4C379B374371D4D200CC96B2B1
00026,790980254,0,-1421200409555883711,9AEB8CA314F6CD8CBD508EDC0D538298DA5D2B55
00026,790980255,0, 7513199334720484051,0DC065BF84DD9BFD01178EE861860ED399D4822E
00026,790980256,0,-5304123847751361688,C65AF405FE57DE545FBD2E9F4C463CD1ACCB4A3F
00026,790980257,0,-2659807629317409210,37807DE0F24E9FAD55C74258E2FE85B34E19A8C5
00026,790980258,0, 7720378324638156703,24E4F32060DEE50A3996E9840DE0252D6ED21F45
